OID_,AC_type,Year,Passage_lift,Service_lift,Operate_start_work,bld_opr_hrs,Operate_start_weekend,Operate_hours_weekend,retail,parking,office,hotel,food,GHI,wind_speed_10m,CDH,landuse,NDVI,NDBI,BH,podium,area_podium,highrise,area_upper,Dist_mtr,bld_eui2,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
114,Central Air-Conditioning System,1992,2,1,9,9,9,4,2424.757813,0,2001.398193,34.1289749,7632.845215,1404.020996,2.6608007,2.686155914,11,0.0456338,0.1035673,83.5186462,1,1352,1,398,81.66195351,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
115,Individual Air-Conditioning System,1992,,,,,,,643.6016235,1.597149,117.6648712,69.4092178,690.1148071,1400.734009,1.1574476,2.721971327,11,0.0343032,-0.0124114,89.3826141,1,941,1,201,490.3864314,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
116,Individual Air-Conditioning System,1992,,,,,,,335.4614868,194.9601593,273.7814636,44.6876068,1586.792358,1400.003052,2.6142955,2.686155914,11,0.0267742,0.0336078,67.2206802,1,1289,1,198,285.3484129,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
117,Central Air-Conditioning System,1992,2,1,8,11,8,5,390.2511292,168.0925446,231.1973572,91.5759277,400.7658997,1408.03894,3.2353866,2.686155914,41,0.0929013,0.0652315,100.1789474,1,274,1,341,387.0946975,,NO,YES,NO,NO,NO,2012,6/15/2016,retro_after,23,0,30,yes,,,
118,Central Air-Conditioning System,1992,3,1,9,9,9,4,1310.743897,93.4621735,464.4888,61.9358253,4331.71582,1400.003052,3.204277,2.686155914,11,0.0184874,0.0976979,97.5842819,1,1027,1,685,126.1228776,,NO,YES,NO,NO,YES,2012,8/6/2015,retro_after,24,0,42,yes,,,
119,Central Air-Conditioning System,1992,6,1,8,10,8,6,1109.097046,204.2051544,3684.252441,0,2312.149902,1400.003052,2.6608007,2.721971327,11,-0.0089811,-0.0085093,147.6513367,1,3406,1,1959,164.6748167,,NO,YES,NO,NO,YES,2018,9/13/2021,retro_after,33,0,165,yes,,,
120,Central Air-Conditioning System,1992,12,1,8,11,8,5.5,3683.85083,54.6076088,644.4921875,0,1732.805542,1404.385986,3.3629959,2.686155914,11,0.008705,-0.0028551,127.1663361,1,4530,1,1933,302.5814006,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
121,Central Air-Conditioning System,1993,7,1,8,10,8.5,4.5,250.111145,172.8645935,1529.849487,138.7906952,484.2786865,1404.385986,3.3629959,2.721971327,11,0.0602479,0.0859904,90.1100769,1,2602,1,909,363.4984468,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
122,Central Air-Conditioning System,1993,4,1,8.5,9.5,8.5,5,21984.0625,32.0171432,675.0194092,5.911624,2909.068848,1404.020996,3.3629959,2.686155914,11,0.0334531,0.001356,87.1054153,1,7081,0,0,143.5927625,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
123,Individual Air-Conditioning System,1993,2,1,,,,,3590.556397,11.8236094,132.8191986,41.0270004,1559.976196,1404.020996,2.6608007,2.721971327,1,0.0083334,0.1132578,60.5137215,1,1695,1,673,126.9861987,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
124,Central Air-Conditioning System,1993,15,1,8,11,8,6,17201.57422,183.4028473,792.8953247,0,6054.962891,1406.942993,2.6904621,2.650340502,11,-0.0224778,-0.0340061,180.8675079,1,6659,1,1848,233.6027861,,NO,YES,NO,YES,YES,2018,10/5/2021,retro_after,46,0,0,yes,,,yes
125,Individual Air-Conditioning System,1993,2,0,,,,,2142.52002,0,1511.925293,0,2851.571045,1404.385986,3.3629959,2.686155914,11,0.0370051,0.0147179,18.9402199,1,1438,1,182,309.4653988,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
126,Individual Air-Conditioning System,1993,2,0,,,,,574.2115479,0,440.243988,1.9420383,942.8792725,1406.942993,2.6142955,2.686155914,1,-0.0094526,0.0327264,51.5398521,1,1620,1,345,165.7663737,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
127,Central Air-Conditioning System,1993,15,1,8.5,10.5,8.5,5.5,17201.57422,183.4028473,792.8953247,0,6054.962891,1406.942993,2.6904621,2.650340502,11,-0.0224778,-0.0340061,180.8675079,1,6659,1,1848,233.6027861,,NO,YES,NO,YES,YES,2018,10/5/2021,retro_after,46,0,0,yes,,,yes
128,Individual Air-Conditioning System,1993,2,0,,,,,2424.757813,0,2001.398193,34.1289749,7632.845215,1404.020996,2.6608007,2.686155914,11,0.0456338,0.1035673,83.5186462,1,1352,1,398,81.66195351,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
129,Individual Air-Conditioning System,1993,2,0,,,,,17201.57422,183.4028473,792.8953247,0,6054.962891,1406.942993,2.6904621,2.650340502,11,-0.0224778,-0.0340061,181.6965332,1,6659,1,1848,235.8373107,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
130,Central Air-Conditioning System,1993,2,0,9,9,8,5,272.052948,131.9549255,165.133728,81.7007446,345.0605774,1408.03894,3.2353866,2.686155914,11,0.0252354,0.0321204,81.6656799,1,2619,1,150,376.4967193,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
131,Individual Air-Conditioning System,1994,,,0,24,0,24,1924.657593,0,1600.405884,231.6392517,3349.968506,1406.942993,2.6904621,2.650340502,11,0.0350691,-0.0144072,75.1782455,1,451,1,151,298.3176224,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
132,Individual Air-Conditioning System,1994,2,1,,,,,95.1990509,0,0,0,105.1925507,1400.734009,1.1574476,2.721971327,31,0.0630312,0.1088611,61.4247055,1,4998,1,3385,383.9439302,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
133,Central Air-Conditioning System,1994,2,1,9,10,9,8,2166.902344,0,649.1767578,0,827.4541626,1402.925049,3.3629959,2.686155914,11,0.0136536,0.0353828,86.2600098,1,4530,1,229,156.0324799,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
134,Individual Air-Conditioning System,1994,2,,,,,,1895.467896,0,1233.556885,269.3910522,4181.955566,1406.942993,2.6904621,2.650340502,11,0.0350691,-0.0144072,87.9072876,1,451,1,199,282.0561612,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
135,Central Air-Conditioning System,1994,4,1,8.5,10,8.5,5,2514.236084,247.4043579,2416.351807,34.311264,2348.474121,1404.020996,2.6608007,2.721971327,11,0.0047023,0.0614251,116.0986099,1,3406,1,533,169.0885568,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
136,Individual Air-Conditioning System,1994,4,0,,,,,430.4763489,152.9426575,187.2515106,0,534.6297607,1404.385986,3.3629959,2.686155914,11,0.016744,0.0325345,102.7427521,1,1506,1,258,371.9590441,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
137,Central Air-Conditioning System,1995,2,1,8.5,10,8.5,5,0,0,0,0,0,1407.307983,2.6904621,2.650340502,11,0.0235406,0.0891242,104.126236,1,2277,1,346,339.505484,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
138,Individual Air-Conditioning System,1995,,,,,,,1190.725098,74.4788895,427.4532166,36.0830803,3968.919678,1400.003052,3.204277,2.686155914,11,0.0184874,0.0976979,83.7555161,1,576,1,120,136.1946398,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
139,Individual Air-Conditioning System,1996,3,,,,,,241.5805359,0,1888.040894,316.8261108,937.4807739,1404.385986,3.3629959,2.686155914,11,0.0199583,0.0237358,97.2713242,1,1050,1,253,371.5607714,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
140,Individual Air-Conditioning System,1996,1,0,,,,,2468.474854,0,1471.169312,0,4805.002441,1404.020996,2.6608007,2.721971327,11,0.0433628,0.1042093,28.3388596,0,0,0,0,112.4597361,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
141,Individual Air-Conditioning System,1996,2,1,,,,,2778.456787,0,311.6001892,90.9533768,3038.335205,1406.942993,3.204277,2.686155914,11,0.0108452,0.0142232,115.8246689,1,867,1,532,169.5293246,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
142,Central Air-Conditioning System,1996,6,1,8.5,10,8.5,4.5,2680.115234,0,697.2237549,41.6508255,2316.601074,1406.942993,3.204277,2.686155914,11,-0.0098131,-0.0811776,150.3876343,1,1666,1,534,145.2679278,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
143,Individual Air-Conditioning System,1997,2,0,,,,,7921.097656,47.5195999,1730.135498,0,4217.607422,1404.020996,3.204277,2.686155914,11,0.0131241,-0.1002324,86.0405273,1,7081,1,158,47.91961656,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
144,Central Air-Conditioning System,1997,22,2,8,11,8,5.5,3841.791016,145.2133636,354.0614929,127.8360748,973.0350342,1402.925049,3.3629959,2.686155914,11,0.027027,-0.1590231,130.9666748,0,0,1,1792,259.6137079,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
145,Individual Air-Conditioning System,1997,,,7,15,0,24,1735.366943,0,1524.218872,176.4948578,2215.920166,1406.942993,2.6904621,2.650340502,11,0.015931,-0.128645,93.9865265,1,474,1,153,313.3619968,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
146,Individual Air-Conditioning System,1997,2,0,,,,,919.9420166,0,1053.863525,0,1040.333008,1402.925049,3.3629959,2.686155914,11,0.0270469,0.0699767,93.2494125,1,1592,1,272,173.6253704,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
147,Central Air-Conditioning System,1997,5,1,8.5,10.5,8.5,4.5,961.5732422,94.2398071,158.7591705,0,645.8419189,1404.385986,3.2353866,2.686155914,11,0.0546101,0.0847906,116.3047333,1,1147,1,746,361.3100046,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
148,Individual Air-Conditioning System,1997,2,0,,,,,5262.224609,0.0331046,2395.208496,0,4156.834473,1404.020996,3.204277,2.686155914,11,0.0230958,0.0547535,82.9628906,1,7081,1,178,27.72397105,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
149,Individual Air-Conditioning System,1998,2,1,,,,,2424.757813,0,2001.398193,34.1289749,7632.845215,1404.020996,2.6608007,2.721971327,11,0.0456338,0.1035673,75.3854446,1,1386,1,224,101.01848,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
150,Individual Air-Conditioning System,1998,,,,,,,1113.991943,0,1111.847412,0,1527.734253,1402.925049,3.3629959,2.686155914,11,0.0270469,0.0699767,84.7256317,1,1592,1,84,174.6293648,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
151,Central Air-Conditioning System,1998,4,1,8.5,10,8.5,5,2226.082764,0,1251.529175,0,2997.875488,1404.385986,3.3629959,2.686155914,11,-0.0209614,0.0667298,107.3989868,1,1438,1,234,246.9653418,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
152,Individual Air-Conditioning System,1998,3,0,,,,,4381.088379,0,1928.401245,0,3457.041992,1404.020996,3.204277,2.686155914,11,-0.0097579,0.092114,85.8240585,1,7081,0,0,50.10102226,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
153,Individual Air-Conditioning System,1999,2,0,,,,,476.7409668,0,365.3859558,0,1271.270996,1404.385986,3.3629959,2.686155914,11,0.0296703,0.0438775,91.7419205,1,422,1,165,273.1222548,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
154,Central Air-Conditioning System,1999,2,1,8,13,8,13,2151.350342,0,123.5207138,86.9087143,2371.76294,1406.942993,3.204277,2.686155914,11,-0.0313973,0.1079161,65.6176682,1,348,1,450,225.4266441,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
155,Central Air-Conditioning System,2000,3,1,8.5,11,8.5,4.5,177.005188,88.2901611,1242.926514,76.3950348,748.2930298,1394.524048,2.4602206,2.61452509,11,0.062369,-0.0414771,92.7383881,1,2317,1,369,379.9471284,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
156,Central Air-Conditioning System,2001,3,1,9,15,9,15,1368.12854,0,49.3194656,61.0010986,1776.550415,1406.942993,2.6142955,2.686155914,11,-0.0313973,0.1079161,82.1997833,1,348,1,450,234.5663063,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
157,Individual Air-Conditioning System,2001,6,2,,,,,2707.604736,0,716.7597656,0,1032.613037,1402.925049,3.3629959,2.686155914,11,0.0682565,0.0501825,108.5571213,1,4530,1,167,181.4145712,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
158,Individual Air-Conditioning System,2002,2,1,,,,,824.9612427,0,653.7103882,13.7176838,310.4548035,1392.333008,2.2203398,2.686155914,11,0.0511493,-0.0120901,94.2440414,1,1626,1,424,65.45413575,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
159,Individual Air-Conditioning System,2010,,,,,,,1515.802002,0,181.7472687,59.5487328,2057.874268,1402.925049,3.204277,2.686155914,1,0.0433023,0.0535976,22.7310753,1,143,1,70,161.9592327,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
160,Individual Air-Conditioning System,2010,3,1,,,,,1931.098877,144.5422974,1261.293457,62.3386459,2360.972168,1404.385986,3.2353866,2.686155914,41,0.0208673,0.1325068,7.8994298,0,0,0,0,332.1448601,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
161,Central Air-Conditioning System,2012,13,2,8,12,8,6,10479.03125,109.7913513,804.8876343,0,6789.854981,1402.925049,3.204277,2.686155914,11,0.0726942,0.0071489,188.7813263,1,4228,1,2743,81.8718172,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
162,Individual Air-Conditioning System,2013,2,0,,,,,1187.860718,0,620.6820679,26.0214272,1391.098511,1400.003052,3.204277,2.686155914,1,0.0191672,0.0840511,32.0251923,1,1620,1,148,138.9206156,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
163,Individual Air-Conditioning System,2013,,,,,,,1978.213013,0,1507.158569,273.0967407,3633.098633,1406.942993,2.6904621,2.650340502,11,0.015931,-0.128645,109.0284424,1,531,1,527,291.1588227,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
164,Individual Air-Conditioning System,2014,,,,,,,2047.960205,0,1131.938721,0,3069.970215,1404.385986,3.3629959,2.686155914,41,0.0441011,0.074337,49.3556633,1,51,1,85,241.167931,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
165,Central Air-Conditioning System,2015,7,,8,12,8,5,6167.416992,43.017292,1533.984375,354.7468262,3180.985352,1404.020996,2.6608007,2.721971327,11,0.0326379,-0.0550316,116.2939987,1,1221,1,891,160.0729582,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
166,Individual Air-Conditioning System,2015,,,,,,,1735.366943,0,1524.218872,176.4948578,2215.920166,1407.307983,2.6904621,2.650340502,41,0.0150267,0.03989,23.058815,1,474,1,36,330.3824409,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
167,Individual Air-Conditioning System,1992,3,1,,,,,815.1737671,0,1181.032715,91.4308701,4865.777344,1404.020996,2.6608007,2.686155914,11,0.0626765,0.059,93.195549,1,1386,1,366,100.8338854,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
168,,,,,,,,,13910.15918,191.4376068,3511.777588,362.2828674,1512.516113,1404.385986,3.3629959,2.686155914,1,0.0365922,0.0099964,66.2542801,1,1232,1,349,310.4833604,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
169,,1979,,,,,,,936.7646484,0,685.6821289,9.8654184,1161.013428,1406.942993,3.204277,2.686155914,1,0.0232805,0.0771999,67.902092,1,1609,1,169,140.0186062,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
170,Individual Air-Conditioning System,2016,,,,,,,2778.456787,0,311.6001892,90.9533768,3038.335205,1406.942993,3.204277,2.686155914,11,0.0108452,0.0142232,115.8246689,1,867,1,532,169.5293246,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
171,,,,,,,,,1515.802002,0,181.7472687,59.5487328,2057.874268,1402.925049,3.204277,2.686155914,1,0.0012124,0.0264565,22.7359276,1,143,1,70,167.0428192,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
172,,,,,,,,,389.0637207,82.0985947,0,0,575.9091797,1400.003052,3.0861282,2.686155914,1,0.0067725,-0.036106,97.0010452,1,4142,1,517,203.1141129,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
173,,,,,,,,,2067.756348,0,292.4815369,79.1162643,1174.25769,1406.942993,3.204277,2.686155914,41,0.0166497,0.0868497,53.3475304,0,0,1,318,71.79185087,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
174,,,,,,,,,1844.878174,0,48.7980995,0,1895.944458,1406.942993,2.6142955,2.686155914,1,0.0131556,0.0370654,46.2697334,1,656,1,607,263.9110813,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
175,,,,,,,,,1431.968262,0,93.4199448,0,1691.624023,1406.942993,2.6142955,2.686155914,1,0.0188749,0.0278587,57.7811775,1,456,1,533,255.1619173,,NO,NO,NO,YES,NO,2018,10/20/2020,retro_after,16,0,105,yes,yes,,
176,,,,,,,,,774.9851074,0,802.6380615,0,830.7675171,1400.734009,1.5035841,2.721971327,11,0.0643433,0.0628899,49.9222717,1,1375,1,459,506.212292,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
177,,,,,,,,,2166.902344,0,649.1767578,0,827.4541626,1402.925049,3.3629959,2.686155914,1,0.0136536,0.0353828,24.1454086,1,4530,1,99,150.3671859,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
178,,,,,,,,,1953.698731,0,174.0314789,41.6665001,933.6254883,1402.925049,3.204277,2.686155914,41,0.1050502,0.1211315,23.542511,1,2391,1,125,49.15207048,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
179,,,,,,,,,1130.257324,0,149.3197479,23.6775723,1448.612427,1402.925049,3.204277,2.686155914,1,0.0433023,0.0535976,42.0154915,1,251,1,314,140.9785638,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
180,,,,,,,,,821.0366821,0,815.9550171,0,990.8582764,1402.925049,3.3629959,2.686155914,11,0.0128149,0.0667752,49.9812927,1,884,1,260,171.4146747,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
181,,,,,,,,,1104.837524,31.6060104,82.3210449,162.3241119,1155.698853,1404.020996,2.288579,2.721971327,1,0.0308557,-0.0029755,50.2223053,1,388,1,383,296.6788554,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
182,,,,,,,,,4117.987793,0,2051.90625,0,3493.473145,1404.020996,3.204277,2.686155914,11,-0.0217616,0.0779749,105.3328018,1,7081,0,0,19.09478073,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
183,,,,,,,,,2226.082764,0,1251.529175,0,2997.875488,1404.385986,3.3629959,2.686155914,11,-0.0209614,0.0667298,107.3989868,1,1438,1,234,246.9653418,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
184,,,,,,,,,1978.213013,0,1507.158569,273.0967407,3633.098633,1406.942993,2.6904621,2.650340502,11,0.015931,-0.128645,109.0284424,1,531,1,527,291.1588227,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
185,,,,,,,,,0,0,0,0,0,1402.925049,3.3629959,2.686155914,41,0.0374879,0.0318545,28.2199574,0,0,0,0,191.1578571,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
186,Central Air-Conditioning System,1994,,,8,12,8,6,2623.043701,87.6532745,556.6505737,0,1914.690186,1404.385986,3.3629959,2.686155914,11,0.0227905,0.0909091,85.1474304,1,4530,1,95,334.7406764,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
187,Central Air-Conditioning System,2017,12,4,8,11,8,5.5,357.3665161,43.8135223,193.014679,0,328.9376831,1404.385986,3.3629959,2.686155914,41,0.0559377,-0.0264304,8.5528421,0,0,0,0,284.306302,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
188,,1983,,,,,,,4886.22168,0.0104655,744.0474243,0,4379.325684,1402.925049,3.3629959,2.686155914,11,-0.0172078,0.1869275,46.9054298,1,4228,0,0,118.8061448,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
189,,,,,,,,,1543.508301,0,92.3800278,0,631.470459,1402.925049,3.204277,2.686155914,1,0.0032887,0.0185597,26.5916157,1,981,1,103,145.0896366,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
190,,,,,,,,,2166.902344,0,649.1767578,0,827.4541626,1402.925049,3.3629959,2.686155914,41,0.0867239,0.0753285,23.8339291,1,4530,1,91,137.5165017,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
191,,,,,,,,,1677.777954,0,75.2140579,0,668.6453247,1402.925049,3.204277,2.686155914,1,0.005681,0.0735899,24.9149704,0,0,1,99,137.2434467,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
192,Central Air-Conditioning System,2021,3,1,,,,,245.7940979,0,1742.960327,323.6216125,887.5115967,1404.385986,3.3629959,2.686155914,11,0.0199583,0.0237358,5.2392306,0,0,0,0,351.1646985,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
193,Individual Air-Conditioning System,2021,2,1,0,24,0,24,7629.786133,1.4402449,2654.284912,23.8311062,2134.817871,1402.560059,1.5035841,2.721971327,11,0.031152,-0.001491,4.3907881,0,0,0,0,394.5290349,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
194,Individual Air-Conditioning System,,,,,,,,1677.777954,0,75.2140579,0,668.6453247,1402.925049,3.204277,2.686155914,1,0.0087089,0.0216673,25.7271671,0,0,1,101,139.0125644,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
195,Individual Air-Conditioning System,,,,,,,,1255.812378,0,78.4102325,39.9634323,1237.822266,1402.925049,3.204277,2.686155914,1,0.0873549,-0.0263063,24.8785,0,0,1,95,187.033048,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
196,Individual Air-Conditioning System,,1,0,,,,,1543.508301,0,92.3800278,0,631.470459,1402.925049,3.204277,2.686155914,41,0.0087089,0.0216673,6.545105,0,0,0,0,151.0580535,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
197,,1984,2,1,,,,,2391.178223,0,329.1116028,3.0740461,4245.970215,1406.942993,3.204277,2.686155914,11,0.0389171,-0.0219707,76.1092911,1,1421,1,270,164.0302591,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
198,Individual Air-Conditioning System,1965,,,,,,,835.5256958,71.9998398,2917.814697,0,1338.323364,1410.96106,2.4760621,2.507078853,11,-0.0075937,0.0704291,33.827755,1,2442,1,199,311.2148569,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
199,Individual Air-Conditioning System,1970,,,,,,,3550.225342,0,1353.706421,0,1860.994629,1410.96106,2.9142742,2.471263441,11,-0.0492156,0.0591238,21.0135975,1,2488,1,184,182.590431,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
200,Individual Air-Conditioning System,1959,,,,,,,2389.719971,61.3622551,2716.541992,0,2479.359131,1405.482056,2.9142742,2.471263441,11,0.0218377,0.0666165,87.2367477,1,582,1,220,337.5006926,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
201,Individual Air-Conditioning System,1967,,,,,,,3249.23291,1.9727634,3506.573975,0,4515.378906,1426.666016,2.4760621,2.507078853,11,-0.0409871,-0.065721,53.6981354,1,2904,1,281,259.7321245,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
202,Individual Air-Conditioning System,1982,2,,,,,,982.7025757,34.916687,2167.988037,0,1199.999268,1410.96106,2.4760621,2.507078853,11,0.0273047,-0.031861,52.8718338,1,114,1,163,320.3349603,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
203,Individual Air-Conditioning System,1975,,,,,,,1198.227905,0,156.0000153,0,4768.793457,1408.769043,2.9142742,2.471263441,11,0.025299,0.0898913,39.7063026,1,2003,0,0,323.126679,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
204,Central Air-Conditioning System,1994,2,,8,12,8,12,2279.301025,15.7700901,372.2584229,0,2216.876465,1405.482056,1.9576809,2.471263441,11,0.0227451,0.0094531,111.6404419,1,1272,1,154,409.8256354,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
205,Individual Air-Conditioning System,,,,,,,,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
206,Individual Air-Conditioning System,1973,,,,,,,1805.151733,43.7192955,592.3261719,0,578.6975708,1410.96106,2.4760621,2.471263441,11,0.0259672,0.0637836,49.3544769,0,0,1,179,263.2931626,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
207,Individual Air-Conditioning System,1987,,,,,,,3317.022461,12.5599251,3494.113037,0,4406.643066,1426.666016,2.4760621,2.507078853,11,-0.0409871,-0.065721,47.1437531,1,2904,1,275,259.53519,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
208,Central Air-Conditioning System,1967,,,,,,,1273.561157,50.4764175,511.4650269,74.9044418,467.9215393,1426.666016,2.4760621,2.507078853,41,-0.0250057,0.0197157,23.3520203,0,0,1,665,280.516728,,NO,YES,NO,NO,YES,2012 (rev.1),9/16/2015,retro_after,16,0,16,,,,
209,Individual Air-Conditioning System,1982,,,,,,,1198.227905,0,156.0000153,0,4768.793457,1408.769043,2.9142742,2.471263441,11,0.025299,0.0898913,39.7063026,1,2003,0,0,323.126679,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
210,Individual Air-Conditioning System,1998,,,,,,,447.3217163,0,305.822998,89.5297012,425.2435913,1408.769043,2.4760621,2.507078853,1,0.0474475,0.0994077,99.3750687,1,1021,1,216,371.6177426,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
211,Individual Air-Conditioning System,,,,,,,,847.7545776,102.7050858,0,76.9242172,1110.350098,1405.482056,2.4369998,2.435448029,1,0.0349947,0.0153349,131.9832611,1,1364,1,178,386.9436113,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
212,Individual Air-Conditioning System,1974,1,,,,,,2269.917481,9.6550236,531.3468018,0,3131.471436,1409.5,2.9142742,2.471263441,11,0.0080607,0.1076601,57.7865181,1,1153,1,210,246.8490176,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
213,Individual Air-Conditioning System,1983,2,,,,,,0,0,0,0,143.5088348,1405.482056,1.9576809,2.471263441,31,0.2253139,-0.0239376,45.5563507,0,0,0,0,390.9538902,,NO,NO,NO,NO,NO,NONE,NONE,NONE,,,,,,,
