ID,bld_eui2,log10_eui,BH,FoC_v,retro,BS,Basement,Year,highrise,area_upper,podium,area_podium,CDH,GHI,wind_speed_10m,landuse,food,retail,parking,office,hotel,Dist_mtr,CLABEL,AC_type,Passage_lift,Service_lift,Operate_start_work,Operate_hours_work,Operate_start_weekend,Operate_hours_weekend,Operate_hours,BH,bld_submis
724,48.33,1.684216795,4.4317665,,NONE,2,0,1982,0,0,0,0,2.6145301,1466.479981,2.1789501,2,22.5568008,112.1559982,0,0,0,1276.091111,屯門站,,,,,,,,,4.4317665,2014
725,48.47,1.68547302,46.8391685,,NONE,16,0,1992,1,106,1,2744,2.7936001,1424.469971,3.11588,11,1131.449951,1104.48999,246.6600037,1074.479981,0,152.5277854,佐敦站,Individual Air-Conditioning System,,,,,,,,46.8391685,2013
726,48.71,1.68761813,91.0924454,,NONE,25,0,1996,1,186,1,725,2.7219701,1428.859985,2.5742199,11,554.0869751,1660.880005,105.2450027,284.9150085,99.1865997,325.488988,旺角站,Individual Air-Conditioning System,2,0,,,,,,91.0924454,2013
727,48.87,1.689042339,70.0561218,,NONE,24,0,1995,1,120,1,576,2.6861601,1400,3.2042799,11,3968.919922,1190.729981,74.4788971,427.4530029,36.0830994,138.9705769,銅鑼灣站,Individual Air-Conditioning System,,,,,,,,70.0561218,2014
728,48.89,1.689220037,44.8815994,,NONE,8,0,1968,1,83,1,1335,2.6503401,1428.48999,2.5715599,1,199.2740021,1289.180054,0,141.397995,72.0484009,301.7815288,深水站,,,,,,,,,44.8815994,2013
729,48.97,1.689930104,12.5276375,,NONE,20,0,1983,1,198,1,1289,2.6861601,1400,2.6143,11,1458.180054,465.1319885,39.6441002,180.4459991,79.9810028,286.4981202,銅鑼灣站,Individual Air-Conditioning System,2,0,,,,,,12.5276375,2015
730,49.33,1.693111115,60.877449,,NONE,17,0,1979,1,103,1,1198,2.7936001,1424.469971,3.11588,11,1333.589966,538.0609741,105.4459991,1128.839966,37.9659004,155.2281435,佐敦站,Individual Air-Conditioning System,,,,,,,,60.877449,2014
731,49.36,1.693375151,75.7316895,,NONE,23,0,1981,1,140,1,1860,2.6861601,1411.329956,2.6143,11,552.0230103,1698.130005,1.04785,415.4049988,95.0976028,339.4198156,銅鑼灣站,Central Air-Conditioning System,1,,,,,,,75.7316895,2013
732,49.52,1.694780636,22.6637688,,NONE,23,0,1981,1,343,1,1392,2.6861601,1411.329956,2.4356401,41,623.5739746,1709.089966,31.3402996,381.3349915,0,504.0475797,灣仔站,Individual Air-Conditioning System,2,0,,,,,,22.6637688,2015
733,49.54,1.694956002,113.4176865,,NONE,30,0,2002,1,985,1,4216,2.7577901,1429.219971,2.02757,11,334.3779907,420.9500122,198.9550018,610.1950073,0,282.9139135,荔枝角站,Individual Air-Conditioning System,5,1,,,,,,113.4176865,2015
734,49.61,1.695569227,63.7450562,,NONE,12,0,1974,1,100,1,1900,2.5070801,1424.839966,3.9825599,11,767.0189819,1145.310059,0,1255.839966,0,139.6266396,上環站,,,,,,,,,63.7450562,2014
735,49.71,1.696443763,75.7636719,,NONE,21,0,1978,1,304,1,3326,2.7577901,1427.030029,2.9721701,11,728.7039795,561.90802,0,1124.920044,170.3730011,60.31955145,油麻地站,Individual Air-Conditioning System,2,,,,,,,75.7636719,2014
736,49.73,1.696618459,46.8012276,,NONE,20,1,1977,1,268,1,354,2.5070801,1429.219971,3.9737401,11,425.4289856,650.3499756,88.9104996,129.6430054,184.6820068,470.573539,西營盤站,,,,,,,,,46.8012276,2013
737,49.79,1.697142126,81.1917572,,NONE,24,0,1996,1,183,1,1546,2.7577901,1429.589966,2.90924,11,4630.169922,2133.600098,38.7359009,591.4589844,26.2579994,317.4206283,油麻地站,Individual Air-Conditioning System,,,,,,,,81.1917572,2013
738,49.99,1.698883137,26.7613831,,NONE,24,0,1982,0,0,1,2254,2.7219701,1415.339966,2.5582099,1,463.8429871,923.9589844,92.6677017,0,0,169.7154938,柴灣站,,,,,,,,,26.7613831,2013
739,50.12,1.700011062,106.1696396,,NONE,27,0,1994,1,232,1,3172,2.7219701,1400.729981,1.50358,41,986.822998,572.6240234,65.9448013,162.2799988,74.6748962,524.8847813,銅鑼灣站,Individual Air-Conditioning System,2,1,,,,,,106.1696396,2013
740,50.31,1.701654317,52.7360497,,NONE,22,0,1998,1,93,1,742,2.4712601,1405.479981,1.95768,1,2145.550049,2287.679932,35.5357018,1916.839966,0,381.0170803,中環站,,,,,,,,,52.7360497,2013
741,50.51,1.703377369,13.3848982,2018,retro_after,3,0,1998,0,0,1,17722,2.7577901,1432.51001,2.94769,11,402.9509888,391.1749878,183.0809937,0,0,133.6869466,奧運站,,,,,,,,,13.3848982,2013
742,50.7,1.705007959,21.6535606,,NONE,5,0,1979,1,144,1,3555,2.5070801,1426.670044,2.6457801,41,985.3660278,815.0629883,81.853302,501.0650024,0,90.55106005,上環站,,,,,,,,,21.6535606,2013
743,50.81,1.705949195,37.2013016,,NONE,15,0,1993,1,111,1,1478,2.7219701,1428.859985,2.40417,1,517.9869995,422.4330139,111.612999,114.5419998,0,367.9767038,旺角站,Individual Air-Conditioning System,,,,,,,,37.2013016,2014
744,51.19,1.70918513,18.077383,,NONE,22,0,1988,1,178,1,7081,2.6861601,1404.02002,3.2042799,41,4156.830078,5262.220215,0.0331046,2395.209961,0,17.29963153,銅鑼灣站,Individual Air-Conditioning System,2,0,,,,,,18.077383,2013
745,51.21,1.709354776,35.1988831,,NONE,24,0,1978,1,141,1,2077,2.6861601,1411.329956,2.6143,11,1059.01001,1874.52002,51.8167992,89.7835999,92.3330994,348.1542955,銅鑼灣站,,,,,,,,,35.1988831,2015
746,51.3,1.710117365,79.5366516,,NONE,22,0,1992,1,230,1,1386,2.7219701,1404.02002,2.6608,11,6806.77002,2736.979981,0,1892.530029,4.6215,103.3905994,銅鑼灣站,Individual Air-Conditioning System,2,1,,,,,,79.5366516,2013
747,51.38,1.7107941,69.5920258,,NONE,23,0,1980,1,223,1,2277,2.6503401,1407.310059,2.69046,11,1431.849976,2046.76001,0,196.4089966,0,323.7364639,銅鑼灣站,Central Air-Conditioning System,2,0,7,12,7,6,66,69.5920258,2013
748,51.69,1.713406532,68.0954208,,NONE,11,0,1995,1,60,1,787,2.4712601,1409.5,2.437,11,876.3859863,609.7340088,125.3030014,188.2879944,0,330.3257173,中環站,Individual Air-Conditioning System,1,0,,,,,,68.0954208,2014
749,51.77,1.714078165,16.663168,2018,retro_after,24,0,1990,1,386,1,2168,2.5428901,1384.660034,2.3825901,1,973.6350098,471.8460083,79.6710968,353.6659851,0,497.2163166,太和站,,,,,,,,,16.663168,2013
750,52.22,1.717836867,18.7511902,,NONE,18,0,1985,1,149,1,576,2.6861601,1400,3.2042799,11,3968.919922,1190.729981,74.4788971,427.4530029,36.0830994,146.0873946,銅鑼灣站,Individual Air-Conditioning System,,,,,,,,18.7511902,2017
751,52.24,1.718003168,49.9226952,,NONE,17,0,1982,1,764,1,645,2.4354501,1378.819946,1.86251,11,968.9439697,951.8839722,87.8769989,1896.290039,40.9836006,333.7845902,大埔墟站,Individual Air-Conditioning System,,,,,,,,49.9226952,2013
752,52.34,1.718833718,43.0635757,,NONE,18,0,1974,1,195,1,3298,2.5070801,1424.839966,3.9825599,11,853.9160156,1368.410034,0,2132.51001,0,157.6484966,上環站,Central Air-Conditioning System,2,0,8,10,8,5,55,43.0635757,2015
753,52.43,1.719579858,27.1580448,,NONE,14,0,1980,1,95,1,6019,2.5070801,1420.819946,2.4760599,11,1719.079956,1990.619995,0,1226.609985,0,263.554564,香港站,Central Air-Conditioning System,1,0,9,9,9,4,49,27.1580448,2013
754,52.53,1.720407401,42.3353386,2018,retro_after,32,0,1967,1,1498,1,2716,2.5070801,1410.959961,2.4760599,11,392.3500061,599.0809937,0,1156.280029,0,198.7428455,香港站,Central Air-Conditioning System,11,1,7,12,7,12,72,42.3353386,2013
755,52.64,1.721315881,16.8402157,,NONE,6,1,1996,1,67,1,1483,2.7577901,1429.589966,2.5076001,11,2567.52002,367.7730103,0,233.3849945,0,334.695453,油麻地站,,,,,,,,,16.8402157,2015
756,52.83,1.722880611,48.9276123,,NONE,10,0,1988,1,2973,1,2710,2.6861601,1451.140015,2.1814301,41,1078.030029,883.1220093,94.5422974,161.4349976,0,412.6514488,元朗站,,,,,,,,,48.9276123,2013
757,53.14,1.72542155,75.9752197,,NONE,24,0,1995,1,67,1,2488,2.4712601,1410.959961,2.4760599,11,999.6160278,3071.800049,90.8856964,924.2620239,0,199.9283259,中環站,Individual Air-Conditioning System,1,0,,,,,,75.9752197,2013
758,53.33,1.726971584,72.7513123,,NONE,20,0,1993,1,106,1,3070,2.7577901,1421.920044,2.58323,11,1355.349976,1619.689941,0,458.8779907,0,356.9655235,尖沙咀站,,,,,,,,,72.7513123,2013
759,53.4,1.727541257,54.0348778,,NONE,17,0,1987,1,89,1,1717,2.7577901,1419.359985,2.4129,11,557.5579834,401.6549988,145.2870026,0,116.4800034,595.6836262,紅磡站,Individual Air-Conditioning System,2,0,,,,,,54.0348778,2013
760,53.51,1.728434951,37.0267525,2015,retro_before,26,0,1981,1,819,1,1832,2.5070801,1423.73999,3.9737401,11,1069.979981,564.901001,0,3595.879883,26.1397991,389.8106064,上環站,Individual Air-Conditioning System,3,0,,,,,,37.0267525,2014
761,53.89,1.731508184,24.3992462,,NONE,21,0,1984,1,522,1,1170,2.6503401,1412.060059,3.55198,11,1306.050049,2096.199951,0,186.2319946,0,326.1803908,灣仔站,Individual Air-Conditioning System,3,0,8.5,9.5,8.5,5,52.5,24.3992462,2013
762,54.21,1.734079407,73.9580841,2012,retro_after,20,0,1976,1,616,1,1723,2.6503401,1413.52002,3.0628901,11,820.125,469.2709961,133.6450043,1625.280029,67.8247986,245.6238721,灣仔站,Central Air-Conditioning System,4,1,8,11,8,6,61,73.9580841,2015
763,54.29,1.734719842,136.2937775,2012,retro_before,36,0,2010,1,1375,1,16187,2.7219701,1419,2.6514399,11,6130.790039,8113.689941,375.7449951,4215.040039,0,144.9935164,觀塘站,Individual Air-Conditioning System,6,1,,,,,,136.2937775,2015
764,54.34,1.735119634,49.8433456,,NONE,17,0,1992,1,110,1,673,2.7936001,1425.939941,2.8306999,11,1233.449951,410.6579895,171.8860016,278.7130127,0,243.6965419,佐敦站,,,,,,,,,49.8433456,2016
765,54.5,1.736396502,60.7508888,,NONE,17,0,1989,1,280,1,405,2.7577901,1415.709961,3.00648,11,1190.880005,607.2410278,227.3390045,1316.089966,74.9057999,156.215659,尖東站,,,,,,,,,60.7508888,2014
766,54.66,1.737669627,34.9152451,2012,retro_after,14,0,1968,1,147,1,3286,2.5070801,1426.670044,3.10741,11,4222.740234,3155.070068,55.3508987,2578.600098,0,215.4935045,上環站,,,,,,,,,34.9152451,2012
767,54.81,1.738859802,84.6754608,,NONE,25,0,1979,1,835,1,873,2.6145301,1414.609985,2.5650599,11,1434.640015,1825.079956,0,4569.950195,0,407.2540963,灣仔站,Central Air-Conditioning System,6,0,9,9,9,4,49,84.6754608,2014
768,54.88,1.739414103,54.3502808,,NONE,13,0,1982,1,339,1,1455,2.8294201,1449.680054,2.7599699,11,1855.819946,2685.919922,0,1295.709961,0,371.3811975,朗屏站,,,,,,,,,54.3502808,2014
769,54.94,1.739888655,39.8150063,,NONE,14,1,1965,1,811,1,3669,2.4712601,1409.5,2.9142699,11,1915.060059,1511.849976,0,931.4039917,0,152.5449163,中環站,Central Air-Conditioning System,3,1,9,10,9,10,60,39.8150063,2013
770,55,1.740362689,80.9076462,,NONE,22,0,1992,1,122,1,320,2.6145301,1410.229981,2.7541399,11,453.928009,913.4719849,0,371.4400024,0,144.8872519,灣仔站,Individual Air-Conditioning System,2,0,,,,,,80.9076462,2014
771,55.13,1.741387992,47.4502792,2018,retro_after,7,0,1977,1,176,1,176,2.5070801,1408.77002,3.10741,41,309.2210083,1258,0,404.9370117,0,210.5249498,上環站,Central Air-Conditioning System,,,,,,,,47.4502792,2015
772,55.34,1.743039155,61.5998344,,NONE,13,0,1992,1,359,1,890,2.5787101,1424.839966,1.28573,1,999.5510254,934.835022,56.3846016,182.5220032,0,311.0758374,長沙灣站,,,,,,,,,61.5998344,2014
773,55.39,1.743431365,33.8406792,,NONE,7,0,1960,1,72,1,2037,2.4712601,1409.5,2.9142699,1,2775.550049,984.6030273,0,247.4470062,89.4674988,248.79563,中環站,,,,,,,,,33.8406792,2014
774,55.43,1.743744879,83.6117477,2012,retro_after,23,0,1998,1,158,1,2208,2.6503401,1411.329956,3.49646,11,1127.170044,693.8549805,38.9384003,0,31.6781998,534.8785038,銅鑼灣站,Individual Air-Conditioning System,2,0,,,,,,83.6117477,2014
775,55.61,1.745152895,38.3887024,,NONE,22,0,1991,1,182,1,839,2.4354501,1475.609985,2.9476099,41,454.4060059,825.5390015,0,92.0756989,0,3600.107412,金鐘站,,,,,,,,,38.3887024,2013
776,55.78,1.74647851,10.5405712,,NONE,22,0,1984,1,304,1,4838,2.5070801,1423.73999,3.9737401,11,436.4549866,248.6430054,0,1116.180054,91.8955994,329.239841,上環站,Individual Air-Conditioning System,,,,,,,,10.5405712,2015
777,55.81,1.746712023,95.211319,,NONE,2,1,1994,0,0,1,15291,2.6145301,1416.439941,2.6410401,1,1736.569946,1199.140015,0,367.1919861,0,750.9567043,粉嶺站,,,,,,,,,95.211319,2013
778,56.03,1.748420622,68.1673355,,NONE,34,0,1978,1,1190,1,1090,2.3996301,1478.900024,1.75914,1,361.1279907,178.5189972,27.2497997,0,0,3370.601634,堅尼地城站,,,,,,,,,68.1673355,2015
779,56.14,1.749272408,53.0789108,2012,retro_before,26,0,1975,1,407,1,3178,2.6503401,1413.52002,3.0628901,11,637.4660034,247.6109924,301.6799927,610.1879883,0,248.7090769,灣仔站,Central Air-Conditioning System,3,1,7,12,7,6,66,53.0789108,2013
780,56.17,1.749504424,79.053833,,NONE,21,1,1992,1,118,1,1963,2.5070801,1423.73999,2.2251599,11,935.4639893,853.5219727,90.5257034,228.4400024,0,240.8788236,上環站,Individual Air-Conditioning System,2,,,,,,,79.053833,2014
781,56.23,1.749968084,92.1173096,,NONE,15,0,2006,1,98,1,2037,2.4712601,1405.479981,2.9142699,11,3830.070068,1170.01001,20.8637009,732.6760254,39.4761009,291.9680008,中環站,Individual Air-Conditioning System,2,0,,,,,,92.1173096,2013
782,56.28,1.750354089,74.6083221,2018,retro_after,22,0,1984,1,122,1,4713,2.6861601,1411.329956,2.4356401,11,1395.430054,480.7160034,218.1719971,596.6610107,88.3419037,490.6475931,銅鑼灣站,Individual Air-Conditioning System,2,0,,,,,,74.6083221,2013
783,56.33,1.750739751,7.7903037,,NONE,2,0,1987,0,0,0,0,2.5787101,1430.319946,1.59282,2,372.1640015,205.9869995,57.9669991,112.2529984,0,555.6532883,坑口站,,,,,,,,,7.7903037,2013
784,56.46,1.751740874,51.3094978,,NONE,15,0,1981,1,113,1,1957,2.5428901,1425.939941,2.82757,11,766.8070068,631.960022,60.6711006,1304.459961,0,128.1472275,太子站,Central Air-Conditioning System,2,0,8.5,9.5,8.5,5.5,53,51.3094978,2013
785,56.54,1.752355804,81.7462616,,NONE,25,0,1998,1,221,1,285,2.5787101,1406.579956,3.84917,11,639.8439941,1136.829956,202.2949982,655.0709839,0,433.28962,北角站,Individual Air-Conditioning System,2,1,,,,,,81.7462616,2013
786,56.74,1.753889331,107.3736496,,NONE,28,0,1997,1,433,1,1495,2.7577901,1421.189941,3.00648,11,1888.880005,1086.439941,272.9190063,347.6740112,420.9020081,267.6754448,尖沙咀站,Individual Air-Conditioning System,3,1,,,,,,107.3736496,2015
787,56.76,1.754042387,63.1204376,,NONE,20,0,1983,1,382,1,1580,2.6503401,1412.060059,3.49646,11,2962.080078,2011.130005,0,94.2667999,86.9157028,437.2209574,灣仔站,Central Air-Conditioning System,3,1,8,11,8,6,61,63.1204376,2013
788,57.07,1.756407873,15.1164722,,NONE,21,0,1987,1,238,1,4838,2.5070801,1423.73999,3.9737401,11,504.1099854,176.7339935,20.6121006,711.5859985,10.4688997,409.6960652,上環站,Individual Air-Conditioning System,,,7,12,,,,15.1164722,2018
789,57.1,1.756636108,90.9182663,,NONE,26,0,1958,1,165,1,422,2.6861601,1404.390015,3.3629999,11,1271.27002,476.7409973,0,365.3859863,0,273.1222548,銅鑼灣站,Individual Air-Conditioning System,2,0,,,,,,90.9182663,2013
790,57.33,1.758381942,130.7691498,,NONE,2,0,1990,0,0,1,816,2.6503401,1399.27002,2.7956901,11,0,543.8649902,88.6779022,0,0,1330.42729,天后站,,,,,,,,,130.7691498,2014
791,57.37,1.75868485,215.2706909,,NONE,52,0,2000,1,607,1,1301,2.6861601,1411.329956,2.4356401,11,877.6810303,1529.219971,351.8210144,344.9500122,0,492.827664,銅鑼灣站,Central Air-Conditioning System,5,1,8,10.5,8,5.5,58,215.2706909,2015
792,57.56,1.760120785,41.9302254,,NONE,5,0,1982,1,56,1,1780,2.5070801,1424.839966,3.9825599,11,520.8599854,725.1329956,0,3076.25,159.6190033,101.7582905,上環站,,,,,,,,,41.9302254,2019
793,57.61,1.760497875,83.7737579,,NONE,25,0,1996,1,188,1,1198,2.7577901,1428.859985,2.90924,11,971.710022,1138.050049,81.7630997,614.8049927,250.0339966,326.9625069,油麻地站,Individual Air-Conditioning System,3,1,,,,,,83.7737579,2016
794,58.19,1.764848357,80.0328217,,NONE,23,1,1994,1,167,1,1238,2.5428901,1433.23999,3.28985,1,814.348999,443.7890015,1.06727,330.2879944,0,198.4120429,西營盤站,Individual Air-Conditioning System,,,,,,,,80.0328217,2014
795,58.34,1.765966425,27.5849152,,NONE,22,0,1981,1,164,1,411,2.6861601,1411.329956,2.6143,41,1031.630005,856.8389893,102.4820023,456.3559875,0,410.814235,銅鑼灣站,Individual Air-Conditioning System,2,0,,,,,,27.5849152,2020
796,58.39,1.766338475,53.623558,,NONE,18,0,1981,1,145,1,268,2.5070801,1418.630005,2.2251599,11,302.2109985,541.1439819,0,488.4580078,0.0079305,259.9910765,上環站,Central Air-Conditioning System,,,,,,,,53.623558,2015
797,58.49,1.767081621,24.1922455,2015,retro_after,20,0,1983,1,169,1,2653,2.6503401,1410.229981,2.7541399,11,903.9710083,1355.170044,12.7988005,1577.300049,0,128.9011371,灣仔站,Individual Air-Conditioning System,,,,,,,,24.1922455,2013
798,58.85,1.769746467,66.4081497,,NONE,19,0,1996,1,977,1,9837,2.7577901,1414.979981,3.3236101,21,228.227005,372.7279968,374.0440063,510.8970032,0,360.4617516,牛頭角站,Individual Air-Conditioning System,,,,,,,,66.4081497,2018
799,59.44,1.774078801,38.4394875,,NONE,10,1,1981,1,881,1,770,2.4712601,1421.550049,2.05322,1,1451.060059,866.3670044,84.0675964,185.9750061,0,322.8581215,石硤尾站,,,,,,,,,38.4394875,2014
800,59.79,1.776628553,115.4568558,,NONE,18,0,2000,1,236,1,491,2.6503401,1419.359985,2.68294,1,674.3259888,1097.619995,187.1300049,154.0500031,0,601.3067634,紅磡站,,,,,,,,,115.4568558,2014
801,59.82,1.776846409,156.1008911,2018,retro_after,33,0,1992,1,1959,1,3406,2.7219701,1400,2.6608,11,2312.149902,1109.099976,204.2050018,3684.25,0,164.6748167,銅鑼灣站,Central Air-Conditioning System,6,1,8,10,8,6,56,156.1008911,2014
802,59.88,1.777281792,120.9051514,,NONE,29,0,2013,1,205,1,702,2.4712601,1409.5,2.4864399,11,1384.51001,2117.98999,163.7819977,988.2150269,65.7528992,207.758806,中環站,Individual Air-Conditioning System,,,,,,,,120.9051514,2016
803,60.08,1.778729924,139.9997101,2012,retro_after,37,1,1975,1,1280,1,2984,2.5787101,1413.150024,2.1537399,11,1626.369995,740.1500244,161.2380066,1196.680054,0,298.2534111,金鐘站,Central Air-Conditioning System,12,1,9,9,9,4,49,139.9997101,2014
804,60.18,1.779452183,52.5426826,,NONE,12,0,1980,1,1854,1,4331,2.7219701,1416.810059,2.6409299,21,439.5629883,747.6110229,59.6422005,469.3919983,6.1812201,435.7878759,觀塘站,,,,,,,,,52.5426826,2014
805,60.28,1.780173244,10.4841871,,NONE,6,0,1976,1,43,1,1586,2.5428901,1428.48999,3.73476,11,221.3939972,1890.469971,0,777.2559814,440.5589905,281.4605777,西營盤站,,,,,,,,,10.4841871,2012
806,60.28,1.780173244,97.9374542,,NONE,29,0,2009,1,111,1,1352,2.6861601,1404.02002,3.2042799,11,6676.609863,1606.23999,0,1496.530029,64.4327011,82.84007636,銅鑼灣站,Central Air-Conditioning System,,,,,,,,97.9374542,2015
807,60.49,1.781683585,138.6897278,2012,retro_before,33,0,2014,1,553,1,1934,2.8294201,1395.98999,1.29221,1,296.0390015,292.4830017,0,74.3262024,0,257.4589884,筲箕灣站,,,,,,,,,138.6897278,2013
808,60.68,1.783045572,66.9493103,,NONE,22,0,1973,1,331,1,3389,2.5070801,1410.959961,2.1357999,41,536.2020264,782.1489868,0,1717.650024,0,153.2686896,香港站,Central Air-Conditioning System,3,0,9,9,9,4,49,66.9493103,2014
809,60.73,1.783403281,65.8199081,,NONE,20,0,1992,1,147,1,1284,2.7936001,1423.73999,3.11588,11,652.8140259,531.5510254,63.0505981,2394.939941,0,263.1840127,佐敦站,Individual Air-Conditioning System,,,,,,,,65.8199081,2014
810,61.18,1.786609473,21.871563,,NONE,5,0,1985,1,68,1,531,2.4712601,1408.77002,2.4760599,41,2690.889893,1487.369995,0,214.8769989,0,331.755373,中環站,Individual Air-Conditioning System,,,,,,,,21.871563,2015
811,61.26,1.787176992,107.0761566,,NONE,28,0,2001,1,167,1,4530,2.6861601,1402.930054,3.3629999,11,1032.609985,2707.600098,0,716.7600098,0,181.4145712,銅鑼灣站,Individual Air-Conditioning System,6,2,,,,,,107.0761566,2014
812,61.3,1.787460475,76.0417938,,NONE,18,0,1993,1,2657,1,4616,2.6145301,1411.689941,2.5350299,11,374.0320129,0,91.745903,1724.040039,0,657.7583012,九龍灣站,Central Air-Conditioning System,8,2,9,10,8.5,7.5,57.5,76.0417938,2015
813,61.42,1.788309812,16.8209076,,NONE,6,0,1971,1,67,1,736,2.5070801,1424.839966,3.10741,11,732.3430176,418.2879944,93.0050964,177.8930054,0,119.7579888,上環站,,,,,,,,,16.8209076,2013
814,61.51,1.788945727,54.9295349,,NONE,16,0,1992,1,145,1,1386,2.7936001,1425.939941,2.4418299,1,695.0570068,658.5750122,68.5473022,33.6038017,691.5650024,135.311051,佐敦站,Individual Air-Conditioning System,,,,,,,,54.9295349,2014
815,61.97,1.792181496,178.1556091,,NONE,50,0,2004,1,523,1,2391,2.7219701,1421.920044,2.5480299,1,184.2550049,454.5589905,92.736702,0,0,1516.385116,旺角東站,,,,,,,,,178.1556091,2014
816,62.02,1.792531762,122.3082428,2012,retro_after,35,0,2009,1,2056,1,3543,2.6145301,1415.709961,2.4811399,11,614.5189819,228.1239929,127.8310013,1115.51001,0,849.5092666,九龍灣站,Central Air-Conditioning System,6,1,,,,,,122.3082428,2014
817,62.22,1.793930007,135.0300903,,NONE,29,0,2013,1,496,1,3383,2.7219701,1416.810059,3.0785999,11,364.8009949,131.8170013,423.2149963,432.4849854,0,473.4845465,觀塘站,Individual Air-Conditioning System,3,1,0,24,0,24,144,135.0300903,2013
818,62.48,1.795741021,50.4682846,,NONE,15,0,1985,1,104,1,1210,2.5787101,1427.76001,2.82757,11,695.3049927,3095.909912,68.6160965,1629,71.4615021,107.1982823,太子站,,,,,,,,,50.4682846,2015
819,62.58,1.796435559,93.2033615,,NONE,25,1,1997,1,153,1,474,2.6503401,1406.939941,2.69046,11,2215.919922,1735.369995,0,1524.219971,176.4949951,313.3619968,銅鑼灣站,Individual Air-Conditioning System,,,7,15,0,24,99,93.2033615,2014
820,62.78,1.797821311,82.6316605,,NONE,26,0,1995,1,152,1,753,2.6145301,1394.52002,3.6512201,41,1308.73999,570.1989746,27.2563992,1089.819946,0,213.4653137,炮台山站,Individual Air-Conditioning System,,,,,,,,82.6316605,2016
821,63.08,1.799891685,66.335144,2018,retro_after,28,1,1987,0,0,1,930,2.5070801,1424.839966,2.6457801,11,347.9760132,418.131012,0,586.1660156,0,22.32533708,上環站,Individual Air-Conditioning System,4,0,,,,,,66.335144,2016
822,63.38,1.801952235,85.2114792,,NONE,25,0,1996,1,1155,1,2956,2.8294201,1395.98999,1.67827,11,360.1069946,433.0429993,79.6327972,511.0830078,0,373.1085489,筲箕灣站,,,,,,,,,85.2114792,2016
823,63.42,1.802226238,72.2882538,,NONE,4,0,1950,1,119,1,1592,2.6861601,1402.930054,3.3629999,11,1527.729981,1113.98999,0,1111.849976,0,183.4179093,銅鑼灣站,Individual Air-Conditioning System,2,0,,,,,,72.2882538,2013
824,63.89,1.805432888,61.5845222,,NONE,17,1,1976,1,132,1,3389,2.5070801,1410.959961,2.1357999,11,294.9519958,592.5040283,0,1308.76001,0,151.9079709,香港站,Individual Air-Conditioning System,2,,,,,,,61.5845222,2013
825,64.13,1.80706124,136.98349,,NONE,10,0,1986,1,1771,1,4644,2.6145301,1411.689941,1.78013,11,287.7489929,367.2520142,171.4730072,980.5780029,0,583.2401951,九龍灣站,Central Air-Conditioning System,4,1,8,14,8,14,84,136.98349,2013
826,64.65,1.810568529,25.922308,,NONE,25,0,1999,1,1251,1,2744,2.6145301,1400.369995,3.6013601,11,833.7810059,1715.560059,147.0800018,460.144989,0,206.762763,炮台山站,Central Air-Conditioning System,3,1,8.5,10,8.5,5,55,25.922308,2013
827,64.71,1.8109714,43.4643326,,NONE,11,0,1975,1,123,1,3669,2.4712601,1410.959961,2.9142699,11,2594.969971,2137.860107,165.3300018,519.5009766,86.0199966,225.4146346,中環站,Individual Air-Conditioning System,2,0,,,,,,43.4643326,2015
828,65.29,1.814846669,50.5847549,,NONE,18,0,1981,1,145,1,205,2.7577901,1419.359985,2.4129,11,1519.02002,1766.880005,129.5690002,31.9169998,61.0936012,552.0535754,佐敦站,Individual Air-Conditioning System,,,,,,,,50.5847549,2015
829,65.4,1.815577748,91.8763885,,NONE,29,0,1995,1,189,1,1113,2.6145301,1410.229981,3.55198,11,1216.089966,1239.859985,0,344.3630066,0,250.306981,灣仔站,Central Air-Conditioning System,2,1,9,10,9,5,55,91.8763885,2014
830,65.57,1.816705184,60.2194176,,NONE,19,0,1966,1,3348,1,3395,2.7219701,1423.73999,3.0880301,11,1435.689941,3800.01001,0,4483.060059,46.2296982,493.8607178,尖沙咀站,Individual Air-Conditioning System,12,0,,,,,,60.2194176,2013
831,65.67,1.817367016,67.0731201,2015,retro_after,27,0,1985,1,416,1,1580,2.6503401,1413.150024,2.7541399,11,902.8339844,2458.979981,347.7829895,286.6260071,93.2460022,110.2754903,灣仔站,Central Air-Conditioning System,3,1,8,10,8,5,55,67.0731201,2013
832,65.74,1.8178297,39.7351723,,NONE,9,0,1980,1,174,1,348,2.6145301,1422.650024,1.28573,1,737.2379761,594.0549927,0,117.2099991,0,234.6314386,長沙灣站,,,,,,,,,39.7351723,2014
833,65.93,1.819083076,58.6248589,2018,retro_after,30,0,1994,1,395,1,1061,2.6145301,1413.150024,3.0628901,11,0,355.9060059,76.1491013,177.2109985,0,385.0988466,金鐘站,Central Air-Conditioning System,2,1,8.5,10,8.5,5.5,55.5,58.6248589,2013
834,66.35,1.821840927,109.8539658,2015,retro_after,27,1,1996,0,0,1,3298,2.5070801,1424.839966,3.9825599,11,1043.349976,1452.209961,0,2885.310059,0,125.7253557,上環站,Central Air-Conditioning System,4,1,8,11,8,6,61,109.8539658,2015
835,67.06,1.826463549,17.2435284,2015,retro_after,29,0,1985,0,0,1,6698,2.5070801,1375.530029,2.24354,1,662.0289917,2253.800049,89.0009995,68.6765976,0,276.3761616,沙田站,,,,,,,,,17.2435284,2014
