ID,bld_eui2,log10_eui,BH,FoC_v,retro,BS,Basement,Year,highrise,area_upper,podium,area_podium,CDH,GHI,wind_speed_10m,landuse,food,retail,parking,office,hotel,Dist_mtr,CLABEL,AC_type,Passage_lift,Service_lift,Operate_start_work,Operate_hours_work,Operate_start_weekend,Operate_hours_weekend,Operate_hours,BH,bld_submis
274,22.93,1.360404055,82.75811,,NONE,45,0,2006,1,519,1,1655,2.6145301,1410.599976,2.3489101,1,0,174.9499969,118.2170029,0,0,1016.328129,樂富站,,,,,,,,,82.75811,2015
275,22.94,1.360593414,102.1627808,,NONE,28,0,2001,1,993,1,6202,2.7577901,1418.27002,2.6514399,21,1280.680054,1463.130005,593.4429932,3291.790039,0,212.2165903,觀塘站,Individual Air-Conditioning System,4,3,,,,,,102.1627808,2016
276,22.99,1.361538971,121.5808105,,NONE,29,0,2013,1,248,1,576,2.8294201,1395.98999,3.7952399,1,492.6849976,409.072998,0,276.1069946,0,269.6077631,筲箕灣站,,,,,,,,,121.5808105,2014
277,23.01,1.361916619,66.1347885,,NONE,21,0,1976,1,125,1,1723,2.6503401,1413.52002,3.0628901,11,820.125,469.2709961,133.6450043,1625.280029,67.8247986,227.6303832,灣仔站,,,,,,,,,66.1347885,2016
278,23.02,1.362105319,40.418457,,NONE,22,0,1982,1,122,1,1495,2.5428901,1435.430054,3.28985,1,108.6959991,1256.339966,61.9073982,5262.140137,154.5899963,282.4407166,西營盤站,Individual Air-Conditioning System,,,,,,,,40.418457,2017
279,23.11,1.363799945,60.8641777,,NONE,17,0,1975,1,408,1,947,2.7577901,1419.359985,2.9570301,11,768.4290161,559.9099731,122.1100006,0,240.5460052,443.2906583,尖沙咀站,Individual Air-Conditioning System,3,0,,,,,,60.8641777,2014
280,23.13,1.364175633,17.906496,2018,retro_after,54,0,2010,0,0,1,2528,2.6145301,1410.959961,2.3489101,1,804.71698,831.2819824,149.9539948,0,0,964.9171974,樂富站,,,,,,,,,17.906496,2014
281,23.14,1.364363355,23.5602932,,NONE,12,0,1975,1,184,1,2488,2.4712601,1410.959961,2.9142699,11,1860.98999,3550.229981,0,1353.709961,0,182.590431,中環站,,,,,,,,,23.5602932,2015
282,23.14,1.364363355,87.5593567,,NONE,25,0,1997,1,175,1,1192,2.5070801,1474.880005,2.38995,11,348.6319885,987.9019775,0,715.5700073,0,3435.376775,金鐘站,Individual Air-Conditioning System,2,0,,,,,,87.5593567,2015
283,23.17,1.364926034,43.575489,,NONE,10,0,1970,1,274,1,536,2.5428901,1433.969971,3.73476,41,473.2409973,1019.830017,113.3450012,738.9769897,184.8500061,398.2130013,西營盤站,,,,,,,,,43.575489,2015
284,23.18,1.365113432,92.4893646,,NONE,26,0,1995,1,185,1,5580,2.6145301,1400.369995,3.6512201,11,1167.290039,1982.900024,175.8410034,916.5560303,22.3080997,122.6571626,炮台山站,,,,,,,,,92.4893646,2015
285,23.2,1.365487985,21.6229572,,NONE,13,0,1972,1,175,1,2550,2.5070801,1410.959961,2.4760599,11,1188.23999,3269.050049,72.9429016,1025.619995,0,236.3705385,中環站,Individual Air-Conditioning System,2,,,,,,,21.6229572,2015
286,23.41,1.369401414,80.9873886,,NONE,25,0,1990,0,0,1,2956,2.5070801,1424.839966,2.6457801,11,1802.349976,1018.26001,0,1624.130005,0,42.17102887,上環站,Central Air-Conditioning System,2,0,9,10,9,10,60,80.9873886,2014
287,23.46,1.370328008,51.072197,,NONE,15,0,1977,1,414,1,2642,2.7936001,1421.550049,3.5354199,11,1558.530029,1367.73999,78.0496979,104.7190018,308.8609924,374.4333406,尖沙咀站,Individual Air-Conditioning System,,,,,,,,51.072197,2016
288,23.47,1.37051309,37.3294258,,NONE,14,0,1978,1,119,1,936,2.7219701,1428.130005,2.9642301,11,187.5180054,2906.350098,0,132.8880005,99.2595978,151.2902401,旺角站,,,,,,,,,37.3294258,2013
289,23.54,1.371806459,50.671463,,NONE,13,0,1974,1,152,1,1301,2.5787101,1427.76001,2.82757,11,1372.48999,701.4749756,0,912.6160278,137.8650055,25.65039816,太子站,Individual Air-Conditioning System,,,,,,,,50.671463,2013
290,23.56,1.372175286,74.1279755,,NONE,22,0,1975,1,292,1,1558,2.7577901,1429.589966,2.90924,11,3053.929932,1848.719971,8.9252796,1316.25,839.2890015,248.5618247,油麻地站,Individual Air-Conditioning System,2,0,,,,,,74.1279755,2013
291,23.6,1.372912003,38.0116692,,NONE,13,0,1992,1,94,1,850,2.6145301,1418.27002,2.68294,11,1487.27002,1197.930054,0,830.6199951,0,616.0524553,紅磡站,Individual Air-Conditioning System,,,,,,,,38.0116692,2013
292,23.67,1.374198258,106.0548859,,NONE,21,0,1996,1,714,1,8376,2.6145301,1413.52002,2.79966,21,418.7139893,827.9019775,275.0559998,1425.589966,0,925.5683726,葵興站,Individual Air-Conditioning System,2,2,,,,,,106.0548859,2017
293,23.75,1.375663614,44.2208061,,NONE,11,0,1968,1,286,1,331,2.4712601,1409.5,2.9142699,11,1970.77002,1761.099976,0,508.1719971,0,218.820263,中環站,Individual Air-Conditioning System,2,,,,,,,44.2208061,2020
294,23.76,1.375846436,22.664566,,NONE,13,0,1978,1,197,1,542,2.5428901,1433.969971,3.73476,41,176.7160034,798.4400024,0,168.7079926,0,396.3049245,西營盤站,,,,,,,,,22.664566,2016
295,23.82,1.376941757,17.8883457,,NONE,19,0,1976,1,275,1,2904,2.5070801,1426.670044,2.4760599,11,4515.379883,3249.229981,1.97276,3506.570068,0,254.5788119,上環站,Individual Air-Conditioning System,,,,,,,,17.8883457,2014
296,23.82,1.376941757,85.0098877,,NONE,22,1,1994,1,272,1,251,2.5070801,1429.219971,3.9737401,11,381.9859924,658.4760132,69.6854019,150.9199982,186.0130005,421.629045,西營盤站,Individual Air-Conditioning System,2,0,,,,,,85.0098877,2016
297,23.83,1.377124042,57.4321938,,NONE,14,0,1983,1,279,1,314,2.7936001,1421.550049,2.4129,11,1273.229981,711.5020142,87.2934036,61.4751015,73.1000977,394.1462669,佐敦站,Individual Air-Conditioning System,,,,,,,,57.4321938,2015
298,23.87,1.377852419,87.4090424,,NONE,24,0,1998,1,165,1,479,2.6145301,1414.609985,3.6496201,11,670.7969971,954.2800293,0,43.5251999,0,344.9234752,灣仔站,Central Air-Conditioning System,2,,,,,,,87.4090424,2018
299,23.89,1.37821615,160.6038666,2015,retro_after,2,0,1991,0,0,1,1107,2.3996301,1361.290039,3.14661,2,415.1570129,269.5480042,2.81339,0,0,574.5007921,馬鞍山站,,,,,,,,,160.6038666,2017
300,23.91,1.378579576,38.8915634,,NONE,9,1,1981,1,172,1,1609,2.5428901,1427.400024,2.1853299,11,898.125,850.0510254,70.6781998,208.9109955,0,129.6792935,荃灣站,,,,,,,,,38.8915634,2013
301,23.93,1.378942699,84.6314926,,NONE,24,0,1997,1,278,1,1558,2.7577901,1429.589966,2.90924,11,2815.02002,1996.25,17.5930996,1214.410034,1010.330017,260.7557518,油麻地站,Individual Air-Conditioning System,,,,,,,,84.6314926,2015
302,24.09,1.3818368,42.5963669,,NONE,12,0,1966,1,337,1,679,2.7577901,1419.729981,2.8955801,11,1188.170044,2947.76001,0,3141.610107,118.6610031,182.4242795,尖沙咀站,Individual Air-Conditioning System,2,0,,,,,,42.5963669,2014
303,24.12,1.382377303,31.325285,,NONE,17,0,1982,1,148,1,405,2.7577901,1421.189941,3.00648,11,1171.069946,672.0939941,154.5769958,15.0237999,388.8540039,254.7002735,尖沙咀站,Individual Air-Conditioning System,,,,,,,,31.325285,2014
304,24.16,1.38309693,75.3070602,,NONE,21,0,1982,1,155,1,1238,2.5428901,1433.23999,3.2888999,11,872.1459961,745.6339722,66.1529999,787.8439941,0,227.3609737,西營盤站,Individual Air-Conditioning System,,,,,,,,75.3070602,2013
305,24.23,1.384353414,25.2477074,,NONE,14,0,1985,1,197,1,3286,2.5070801,1426.670044,3.10741,11,4823.609863,3391.080078,37.6850014,2626.550049,0,218.5884285,上環站,Central Air-Conditioning System,2,0,,,,,,25.2477074,2016
306,24.27,1.385069776,33.7887955,,NONE,8,0,1974,1,81,1,251,2.4712601,1410.959961,2.9142699,41,2220.540039,1991.869995,0,189.2409973,0,251.8511177,中環站,,,,,,,,,33.7887955,2018
307,24.36,1.386677284,60.3087425,,NONE,17,0,1993,1,171,1,2744,2.7936001,1424.469971,3.11588,11,1227.589966,1128.209961,231.8609924,975.9890137,0,129.5592178,佐敦站,Individual Air-Conditioning System,,,,,,,,60.3087425,2018
308,24.41,1.387567779,58.2379112,,NONE,13,0,1990,1,379,1,1004,2.7936001,1421.550049,3.5354199,11,1820.729981,1107.609985,25.6021004,113.1320038,165.5359955,397.5882475,尖沙咀站,Individual Air-Conditioning System,,,,,,,,58.2379112,2018
309,24.46,1.388456453,62.3068619,,NONE,19,0,1992,1,181,1,1689,2.6503401,1428.859985,2.5198801,1,420.1530151,2228.870117,0,1448.300049,417.5679932,183.0344425,旺角站,Individual Air-Conditioning System,2,0,,,,,,62.3068619,2016
310,24.48,1.388811413,58.976265,,NONE,16,0,1984,1,139,1,405,2.7577901,1415.709961,3.00648,11,845.7860107,395.0360107,208.7339935,1081.199951,37.6260986,156.0179782,尖東站,Individual Air-Conditioning System,2,,,,,,,58.976265,2015
311,24.5,1.389166084,34.8949661,,NONE,9,0,1974,1,199,1,251,2.4712601,1410.959961,2.9142699,11,2253.780029,1827.920044,0,247.4940033,0,241.6345536,中環站,Individual Air-Conditioning System,1,,,,,,,34.8949661,2015
312,24.64,1.391640703,61.1379623,2018,retro_after,23,2,1985,1,150,1,611,2.6503401,1404.390015,2.96451,41,1126.030029,511.8120117,0,79.6968002,0,111.3250135,北角站,Central Air-Conditioning System,,,,,,,,61.1379623,2015
313,24.81,1.394626764,48.0932884,,NONE,13,0,1975,1,82,1,1295,2.7577901,1428.130005,2.90924,11,578.2199707,1163.449951,82.1405029,568.2969971,142.1199951,62.97089396,油麻地站,,,,,,,,,48.0932884,2016
314,24.83,1.39497672,47.0031433,,NONE,13,0,1971,1,194,1,2351,2.7936001,1426.670044,2.47702,11,321.9729919,285.4590149,8.6268997,0.73595,0,190.5916176,柯士甸站,Individual Air-Conditioning System,2,0,,,,,,47.0031433,2014
315,24.9,1.396199347,42.878067,,NONE,10,0,1978,1,123,1,702,2.4712601,1409.5,2.4864399,11,1384.51001,2117.98999,163.7819977,988.2150269,65.7528992,199.0434513,中環站,Individual Air-Conditioning System,,,,,,,,42.878067,2015
316,24.92,1.396548038,84.2460098,,NONE,24,0,1994,1,219,1,160,2.7577901,1425.939941,2.90924,11,733.434021,697.1640015,94.5229034,379.6820068,0,133.2049259,油麻地站,Individual Air-Conditioning System,2,0,,,,,,84.2460098,2013
317,24.93,1.396722279,59.0839157,,NONE,21,0,1975,1,266,1,2037,2.4712601,1409.5,2.9142699,11,2775.550049,984.6030273,0,247.4470062,89.4674988,244.5393291,中環站,Individual Air-Conditioning System,2,0,,,,,,59.0839157,2015
318,25,1.397940009,38.0173378,,NONE,9,0,1959,1,159,1,576,2.7219701,1427.76001,2.5111799,1,917.4249878,1924.859985,0,11.2194996,59.0896988,97.79658448,旺角站,,,,,,,,,38.0173378,2013
319,25.03,1.39846085,82.6481857,,NONE,23,0,1991,1,142,1,884,2.7219701,1428.859985,2.5742199,1,1225.449951,414.1099854,0,1350.170044,180.246994,339.6353223,旺角站,Central Air-Conditioning System,2,,,,,,,82.6481857,2016
320,25.09,1.399500661,44.9567719,,NONE,7,0,1966,1,82,1,3098,2.4712601,1409.5,2.437,41,2728.830078,1994.689941,0,954.0579834,0,253.3382985,中環站,Individual Air-Conditioning System,1,0,,,,,,44.9567719,2013
321,25.13,1.400192489,141.4986725,,NONE,37,1,2003,1,372,1,4439,2.7577901,1427.030029,2.4038999,1,954.5029907,1645.98999,344.6640015,44.9669991,7.5560002,446.0818554,油麻地站,,,,,,,,,141.4986725,2015
322,25.15,1.400537989,16.6058655,,NONE,11,1,1970,1,303,1,1250,2.4712601,1410.959961,1.80822,11,2559.189941,3132.48999,0,1153.130005,0,106.9595227,中環站,Individual Air-Conditioning System,2,,,,,,,16.6058655,2012
323,25.18,1.401055726,43.0015335,,NONE,22,0,1996,1,115,1,1261,2.4354501,1475.609985,2.9476099,1,1454.060059,971.2379761,0,152.7230072,0,3602.391075,金鐘站,,,,,,,,,43.0015335,2015
324,25.2,1.401400541,28.1807213,,NONE,21,0,1979,1,169,1,1609,2.6861601,1406.939941,3.2042799,1,1161.01001,936.7650146,0,685.6820068,9.8654203,144.149757,銅鑼灣站,,,,,,,,,28.1807213,2013
325,25.23,1.401917251,49.8883514,,NONE,13,0,1979,1,131,1,137,2.5070801,1429.219971,3.9737401,1,346.0419922,247.6670074,30.1884003,6.8986602,27.3136005,462.9947546,西營盤站,,,,,,,,,49.8883514,2016
326,25.24,1.402089351,58.41642,,NONE,24,0,1995,1,288,1,377,2.8294201,1395.98999,1.67827,11,454.2900085,805.5419922,0,260.5830078,0,274.5441587,筲箕灣站,Individual Air-Conditioning System,,,,,,,,58.41642,2013
327,25.29,1.402948829,43.9551506,,NONE,11,0,1983,1,198,1,1084,2.5428901,1425.569946,2.5093501,1,567.6040039,1044.910034,158.598999,261.4819946,0,382.1303644,石硤尾站,,,,,,,,,43.9551506,2014
328,25.33,1.40363519,29.5067635,,NONE,24,0,1982,1,214,1,4838,2.5070801,1423.73999,3.9737401,11,504.1099854,176.7339935,20.6121006,711.5859985,10.4688997,419.9277539,上環站,Individual Air-Conditioning System,2,,,,,,,29.5067635,2014
329,25.39,1.404662701,60.4819221,,NONE,22,0,1984,1,220,1,1780,2.5070801,1424.839966,2.6457801,11,512.6370239,742.8889771,0,2970.929932,173.8890076,66.23037427,上環站,Individual Air-Conditioning System,2,0,,,,,,60.4819221,2013
330,25.41,1.405004665,35.2571487,,NONE,9,0,1974,1,91,1,611,2.4712601,1408.77002,2.4760599,11,2945.120117,1594.73999,0,243.0850067,0,336.8685404,中環站,Individual Air-Conditioning System,1,0,,,,,,35.2571487,2013
331,25.43,1.40534636,57.625309,,NONE,22,0,1976,1,185,1,1278,2.6503401,1413.52002,2.7541399,11,1872.689941,462.0329895,157.8600006,338.9700012,84.5643997,55.72695716,灣仔站,Individual Air-Conditioning System,2,0,,,,,,57.625309,2014
332,25.49,1.406369835,32.1292229,,NONE,13,0,1974,1,158,1,291,2.4712601,1409.5,1.80822,11,1384.51001,2117.98999,163.7819977,988.2150269,65.7528992,188.7336416,中環站,Individual Air-Conditioning System,2,0,,,,,,32.1292229,2016
333,25.5,1.40654018,75.4627686,,NONE,21,0,1984,1,167,1,559,2.7219701,1400.729981,1.50358,11,1880.540039,1030.829956,69.9410019,187.503006,228.9609985,556.3461607,天后站,,,,,,,,,75.4627686,2016
334,25.53,1.407050815,44.3121223,,NONE,11,0,1985,1,395,1,1592,2.5787101,1424.839966,1.34654,11,1775.810059,1072.369995,69.8721008,0,0,368.7574666,長沙灣站,Individual Air-Conditioning System,,,,,,,,44.3121223,2013
335,25.59,1.408070286,67.2466202,,NONE,19,0,1981,1,189,1,1261,2.6503401,1456.619995,2.16222,1,2705.979981,871.651001,21.8262997,190.3679962,0,926.9794126,兆康站,,,,,,,,,67.2466202,2014
336,25.59,1.408070286,124.5563736,2012,retro_after,34,0,1998,1,654,1,5095,2.7219701,1429.589966,2.05986,11,1201.51001,2184.310059,206.9839935,5755.080078,0,141.0744713,荔枝角站,,,,,,,,,124.5563736,2013
337,25.6,1.408239965,53.3856201,,NONE,17,1,1966,0,0,1,2619,2.5070801,1410.959961,1.80822,41,906.4299927,1395.689941,0,2284.300049,0,110.3643126,中環站,Central Air-Conditioning System,2,0,8,10,8,5,55,53.3856201,2015
338,25.61,1.408409578,65.6174393,,NONE,18,0,1994,1,165,1,2351,2.7936001,1428.130005,2.47702,11,383.5069885,626.5969849,0,1333.390015,0,371.450855,柯士甸站,Individual Air-Conditioning System,2,0,,,,,,65.6174393,2017
339,25.63,1.408748606,26.2927246,,NONE,6,0,1971,1,121,1,2488,2.4712601,1410.959961,2.9142699,11,1370.579956,2946.659912,0,1106.569946,0,211.5267962,中環站,,,,,,,,,26.2927246,2016
340,25.71,1.410102077,76.7258072,,NONE,21,0,1993,1,722,1,1044,2.6861601,1429.219971,2.2980399,21,92.6687012,1200.569946,163.1300049,508.4689941,0,336.8805728,太子站,Individual Air-Conditioning System,,,,,,,,76.7258072,2015
341,25.75,1.410777233,56.6547165,,NONE,22,0,1989,1,105,1,3326,2.7577901,1427.030029,2.9721701,11,182.8880005,480.1019897,0,1253.849976,284.3770142,188.314672,油麻地站,Individual Air-Conditioning System,,,,,,,,56.6547165,2013
342,25.79,1.411451342,73.6537476,,NONE,22,0,1981,1,87,1,1021,2.6145301,1413.52002,3.6496201,11,2481.639893,619.8770142,36.4084015,1659.859985,288.1300049,184.52634,灣仔站,Individual Air-Conditioning System,2,0,,,,,,73.6537476,2017
343,25.82,1.411956238,47.6920547,,NONE,15,0,1978,1,92,1,1067,2.5070801,1424.839966,2.6457801,11,1140.930054,818.552002,0,2447.27002,0,30.19494123,上環站,Individual Air-Conditioning System,2,0,,,,,,47.6920547,2013
344,25.86,1.412628521,58.1774483,2015,retro_after,23,0,1977,1,350,1,5192,2.5428901,1433.969971,3.9737401,11,649.0819702,807.0120239,88.8219986,1356.449951,0,513.3774857,西營盤站,Individual Air-Conditioning System,2,0,,,,,,58.1774483,2018
345,25.89,1.41313205,11.060029,,NONE,17,0,1981,1,161,1,2773,2.6861601,1406.939941,2.69046,41,595.6110229,412.368988,82.6408005,296.57901,45.1435013,306.1178659,銅鑼灣站,Individual Air-Conditioning System,2,0,,,,,,11.060029,2014
346,25.92,1.413634997,77.3275986,,NONE,23,0,1990,1,123,1,1124,2.7219701,1428.859985,2.9251499,11,499.7709961,972.3629761,0,2019.359985,62.3366013,334.5443476,油麻地站,Individual Air-Conditioning System,,,,,,,,77.3275986,2013
347,25.93,1.413802517,15.4972448,,NONE,20,0,1973,1,465,1,2956,2.5070801,1424.839966,2.6457801,11,1556.430054,1096.859985,0,1755.630005,0,53.30744297,上環站,Individual Air-Conditioning System,,,,,,,,15.4972448,2013
348,25.95,1.414137362,26.2542877,,NONE,11,0,1980,0,0,1,4530,2.6861601,1404.390015,3.3629999,11,1914.689941,2623.040039,87.6532974,556.651001,0,343.2231258,銅鑼灣站,Individual Air-Conditioning System,1,0,,,,,,26.2542877,2013
349,25.95,1.414137362,58.6096191,,NONE,17,0,1986,1,258,1,5392,2.7577901,1421.189941,2.9570301,11,2897.02002,742.6560059,45.5740013,773.7130127,205.4920044,301.1412502,尖沙咀站,Individual Air-Conditioning System,2,0,,,,,,58.6096191,2015
350,25.99,1.41480628,35.8736801,2012,retro_before,16,1,1972,1,207,1,1124,2.4712601,1409.5,2.9142699,11,2102.179932,1868.02002,0,479.1830139,0,211.983668,中環站,Individual Air-Conditioning System,2,,,,,,,35.8736801,2016
351,26,1.414973348,58.145443,,NONE,26,0,1996,1,236,1,628,2.3996301,1474.880005,2.67137,41,0,86.9756012,0,161.4329987,0,3721.00972,金鐘站,Central Air-Conditioning System,,,,,,,,58.145443,2012
352,26.08,1.416307587,61.41716,,NONE,13,0,1967,1,97,1,2619,2.5070801,1410.959961,1.80822,11,611.882019,1144.069946,0,1829.640015,0,77.76543892,中環站,Individual Air-Conditioning System,,,,,,,,61.41716,2020
353,26.17,1.417803723,72.6603851,,NONE,20,0,1986,1,181,1,1860,2.6861601,1411.329956,2.6143,11,552.0230103,1698.130005,1.04785,415.4049988,95.0976028,351.7604791,銅鑼灣站,Central Air-Conditioning System,,,8,10,8,5,55,72.6603851,2013
354,26.18,1.417969642,45.3017502,2015,retro_after,13,0,1977,1,98,1,976,2.7577901,1419.729981,2.6154799,11,2852.360107,1876.959961,0,273.1740112,244.8439941,168.8371823,尖沙咀站,Individual Air-Conditioning System,,,,,,,,45.3017502,2014
355,26.2,1.418301291,34.0533562,,NONE,5,0,1975,1,52,1,611,2.5070801,1408.77002,3.10741,11,828.4910278,720.2730103,82.2595978,0,92.1288986,304.3854722,上環站,Individual Air-Conditioning System,2,,,,,,,34.0533562,2014
356,26.21,1.418467021,46.9721718,2018,retro_after,23,0,1978,1,285,1,314,2.5070801,1418.630005,3.10741,41,779.1849976,826.1389771,34.9502983,570.0460205,50.4556999,221.7740392,上環站,Central Air-Conditioning System,3,0,,,,,,46.9721718,2015
357,26.22,1.418632687,29.6716061,,NONE,6,0,1971,1,69,1,1124,2.4712601,1409.5,2.9142699,11,1819.439941,1992.729981,0,462.7149963,0,176.5341992,中環站,Individual Air-Conditioning System,1,,,,,,,29.6716061,2013
358,26.37,1.42111013,21.1046944,,NONE,5,0,1985,1,64,1,1963,2.5070801,1424.839966,2.2251599,11,1804.73999,989.75,87.5588989,358.1130066,0,237.9029934,上環站,,,,,,,,,21.1046944,2015
359,26.4,1.421603927,22.0048599,,NONE,10,0,1975,1,168,1,417,2.5070801,1424.839966,3.9825599,11,826.539978,645.7459717,0,1959.619995,0,89.78961007,上環站,Individual Air-Conditioning System,,,,,,,,22.0048599,2014
360,26.41,1.421768401,42.5171394,,NONE,6,0,1976,1,76,1,719,2.4712601,1408.77002,3.10741,1,796.0200195,747.0390015,0,185.2389984,94.5996017,373.7124551,上環站,,,,,,,,,42.5171394,2015
361,26.41,1.421768401,69.3449097,,NONE,13,0,1981,1,81,1,2037,2.4712601,1405.479981,2.9142699,41,4005.850098,1518.930054,0.172057,990.4329834,25.5368996,288.1780968,中環站,Individual Air-Conditioning System,1,0,,,,,,69.3449097,2015
362,26.48,1.422917981,66.7490463,,NONE,22,0,1975,1,336,1,1609,2.5070801,1424.839966,2.6457801,11,910.2680054,263.5820007,0,2263.679932,165.4389954,52.47310622,上環站,Individual Air-Conditioning System,2,0,,,,,,66.7490463,2015
363,26.51,1.423409728,74.0508881,2012,retro_before,22,1,1982,1,251,1,2613,2.6503401,1452.599976,2.2383399,1,2805.01001,2483.620117,21.8164997,312.506012,0,936.6666285,屯門站,,,,,,,,,74.0508881,2013
364,26.54,1.423900919,22.2520161,,NONE,18,0,1981,1,155,1,576,2.6861601,1400,3.2042799,11,3517.439941,1126.810059,68.7204971,433.0679932,51.1339989,152.3003409,銅鑼灣站,Individual Air-Conditioning System,,,,,,,,22.2520161,2015
365,26.6,1.424881637,83.848671,,NONE,25,0,1975,1,392,1,2956,2.5070801,1424.839966,2.6457801,11,1946.109985,1221.599976,0,1909.079956,0,61.63097659,上環站,Central Air-Conditioning System,4,0,,,,,,83.848671,2016
366,26.6,1.424881637,39.1299515,2015,retro_after,24,0,1983,1,168,1,713,2.6503401,1390.869995,3.4623499,11,2502.870117,1058.310059,52.0920982,535.0319824,91.7705002,235.7053357,天后站,Individual Air-Conditioning System,,,,,,,,39.1299515,2014
367,26.69,1.426348574,12.8256092,2012,retro_after,2,1,1992,0,0,0,0,2.7219701,1415.709961,2.1819201,2,185.5390015,149.4329987,5.3169599,54.1062012,0,392.1905354,葵興站,,,,,,,,,12.8256092,2021
368,26.75,1.427323786,35.5516281,,NONE,8,0,1979,1,98,1,1250,2.5070801,1418.630005,3.10741,11,1009.440002,1583.630005,1.65996,310.5759888,0,198.0064925,上環站,,,,,,,,,35.5516281,2016
369,26.77,1.427648371,54.7508163,,NONE,20,0,1981,1,152,1,1244,2.6145301,1405.849976,3.6496201,11,2146.189941,1068.859985,233.5090027,349.1879883,0,212.1027382,灣仔站,Individual Air-Conditioning System,2,0,,,,,,54.7508163,2014
370,26.81,1.428296814,46.1899452,,NONE,21,0,1979,1,180,1,1900,2.5070801,1424.839966,3.9825599,11,767.0189819,1145.310059,0,1255.839966,0,128.3211443,上環站,Individual Air-Conditioning System,2,1,,,,,,46.1899452,2013
371,26.83,1.428620673,54.1348648,,NONE,23,0,1992,1,63,1,234,2.7219701,1428.859985,2.90924,11,803.6589966,808.15802,81.0569,470.7139893,222.552002,333.9531804,油麻地站,Individual Air-Conditioning System,,,,,,,,54.1348648,2015
372,27.01,1.431524584,76.3774643,,NONE,23,0,1993,1,91,1,3195,2.6503401,1411.689941,2.25912,11,285.4760132,581.0059814,115.1389999,2680.080078,0,344.0745892,灣仔站,Individual Air-Conditioning System,1,0,,,,,,76.3774643,2015
373,27.04,1.432006687,34.4182892,,NONE,14,0,1978,1,150,1,4838,2.5070801,1423.73999,3.9737401,11,431.8460083,224.5099945,0,911.7620239,75.1491013,358.0536567,上環站,,,,,,,,,34.4182892,2014
374,27.05,1.432167269,45.4226608,,NONE,14,0,1975,1,200,1,2956,2.5070801,1424.839966,3.9825599,11,1556.430054,1096.859985,0,1755.630005,0,69.84153546,上環站,,,,,,,,,45.4226608,2014
375,27.11,1.433129518,47.9396782,,NONE,13,0,1984,1,255,1,1592,2.7577901,1450.410034,2.5939,11,484.447998,801.8120117,0,374.2019958,0,476.4607646,元朗站,,,,,,,,,47.9396782,2014
376,27.18,1.434249452,41.6121902,,NONE,16,0,1987,1,302,1,3286,2.5070801,1426.670044,2.4760599,11,5153.259766,3755.409912,42.5349007,3308.580078,0,239.6030327,上環站,Individual Air-Conditioning System,,,,,,,,41.6121902,2013
377,27.18,1.434249452,63.0861816,,NONE,18,0,1993,1,125,1,2105,2.7577901,1419.359985,2.4129,11,270.6409912,316.8959961,0,540.6690063,0,559.0835663,佐敦站,Individual Air-Conditioning System,,,,,,,,63.0861816,2014
378,27.18,1.434249452,73.9715652,,NONE,22,0,1992,1,144,1,805,2.7577901,1425.939941,2.9251499,11,382.9360046,764.7009888,0,748.3660278,0,301.9518645,油麻地站,Individual Air-Conditioning System,,,,,,,,73.9715652,2013
379,27.19,1.434409208,30.8353653,,NONE,13,0,1981,1,105,1,114,2.5070801,1422.650024,2.90558,1,209.7050018,838.8670044,146.7879944,495.1430054,0,346.7931469,太子站,,,,,,,,,30.8353653,2014
380,27.21,1.434728542,58.5062447,,NONE,18,0,1991,1,75,1,639,2.7936001,1426.300049,3.11588,11,627.9819946,885.6900024,0,90.7835999,0,222.6989028,佐敦站,Individual Air-Conditioning System,,,,,,,,58.5062447,2014
381,27.22,1.434888121,59.651371,,NONE,18,0,1981,1,128,1,496,2.7936001,1428.130005,2.47702,11,0,768.6569824,66.7104034,794.8140259,0,427.0560733,柯士甸站,,,,,,,,,59.651371,2015
382,27.22,1.434888121,30.5495014,,NONE,12,0,1991,1,66,1,753,2.6145301,1394.52002,3.6512201,11,1150.030029,528.2440186,0.262679,817.0770264,0,176.0289725,炮台山站,Individual Air-Conditioning System,,,,,,,,30.5495014,2014
383,27.38,1.437433444,35.1519852,,NONE,19,0,1964,1,308,1,2442,2.5070801,1410.959961,2.4760599,1,1090.25,904.7990112,38.7882004,3047.679932,0,272.8979806,香港站,Individual Air-Conditioning System,2,0,,,,,,35.1519852,2014
384,27.41,1.437909036,80.9842987,,NONE,22,1,1986,1,171,1,3868,2.6145301,1406.579956,3.84917,11,732.6119995,2309.75,91.0121994,1425.290039,296.9150085,367.5250751,北角站,Individual Air-Conditioning System,2,,,,,,,80.9842987,2015
385,27.54,1.439963936,60.7647705,,NONE,15,0,1974,1,333,1,245,2.7936001,1421.550049,3.5354199,11,1833.589966,725.4799805,0,246.0330048,0,244.5784106,佐敦站,Individual Air-Conditioning System,,,,,,,,60.7647705,2014
386,27.54,1.439963936,66.9564514,,NONE,23,0,1995,1,152,1,936,2.6145301,1410.229981,2.7541399,1,457.7690125,316.0889893,0,93.0779037,93.7328033,177.1136453,灣仔站,,,,,,,,,66.9564514,2013
387,27.61,1.441066407,62.751358,,NONE,20,0,1980,1,137,1,97,2.6861601,1406.939941,2.6143,11,471.4670105,879.0809937,81.7197037,582.9970093,0,227.1867669,銅鑼灣站,Individual Air-Conditioning System,2,0,,,,,,62.751358,2014
