bld_eui2,log10_eui,highrise,area_upper,podium,area_podium,BH,BS,Year,food,retail,parking,office,hotel,CDH,GHI,wind_speed_10m,ndvi,landuse,Dist_mtr,AC_type,Passage_lift,Service_lift,Operate_start_work,Operate_hours_work,Operate_hours,retro
29.19,1.465234095,1,316,1,519,89.0799713,25,1991,3624.27002,2341.02002,0,1586.869995,0,2.6861601,1404.390015,3.3629999,0.0198928,11,292.619238,Individual Air-Conditioning System,2,0,,,,NONE
29.22,1.465680212,1,274,1,1192,89.9124527,25,1992,1923.310059,1074.859985,5.1564498,44.6576004,47.3470001,2.7577901,1429.589966,2.4038999,0.0045317,11,443.095467,Individual Air-Conditioning System,2,0,,,,NONE
29.23,1.465828815,1,367,1,2408,36.4880295,16,1965,2795.060059,951.3330078,0,665.7199707,61.4113998,2.5070801,1424.839966,3.10741,-0.0106489,11,116.7892712,Central Air-Conditioning System,2,,,,,NONE
29.28,1.466571072,0,0,0,0,6.225913,1,1991,119.2350006,298.4630127,15.6239004,0,20.6802998,2.6145301,1449.680054,3.4387901,0.1455577,2,513.1299796,,,,,,,NONE
29.29,1.466719372,1,212,1,3035,25.4932327,13,1967,2373.409912,3915.189941,0,1607.75,0,2.4712601,1410.959961,2.9142699,-0.0492156,41,174.7176508,Individual Air-Conditioning System,,,,,,NONE
29.31,1.467015818,1,157,1,228,73.3523102,9,1994,1309.130005,483.723999,169.7389984,0,0,2.7936001,1421.550049,3.5354199,0.2293673,11,284.028615,Individual Air-Conditioning System,1,0,,,,NONE
29.38,1.468051791,1,393,1,2317,21.3070583,21,1979,511.6090088,1929.170044,154.9389954,391.2229919,30.4118996,2.6503401,1413.150024,3.55198,0.0735781,41,181.4140164,,,,,,,retro_before
29.41,1.468495025,1,119,1,3286,24.93153,10,1968,4547.180176,3192.929932,1.04342,2705.48999,0,2.5070801,1426.670044,3.10741,-0.0109516,11,245.5690662,Individual Air-Conditioning System,,,,,,NONE
29.41,1.468495025,1,82,1,320,45.0155678,11,1980,587.2769775,1116.25,76.0727997,692.2030029,0,2.5070801,1423.73999,2.2251599,0.0880734,41,297.218652,Individual Air-Conditioning System,1,0,,,,NONE
29.44,1.468937806,1,1451,1,1769,88.2401733,19,1996,351.7869873,459.2969971,94.6341019,433.9630127,0,2.7219701,1415.709961,1.97451,0.0785859,11,342.219719,Individual Air-Conditioning System,6,3,,,,retro_after
29.45,1.469085299,1,164,1,2505,69.0467377,24,1987,1093.51001,1488.969971,234.9490051,262.8760071,86.0720978,2.6503401,1413.150024,2.7541399,0.0456397,41,43.83153835,Individual Air-Conditioning System,2,0,,,,NONE
29.48,1.469527479,1,241,1,1649,24.0817928,15,1977,665.6099854,408.5390015,0,1471.479981,173.0130005,2.5070801,1424.839966,3.9825599,-0.0163014,11,116.7096717,Individual Air-Conditioning System,,,,,,NONE
29.55,1.470557485,1,390,1,1506,44.0570755,10,1982,1950.479981,2570.449951,0,1928,74.3188019,2.7577901,1450.410034,2.62377,0.0378076,11,609.7345989,,,,,,,retro_after
29.6,1.471291711,1,164,1,919,37.648735,14,1978,861.7379761,1469.209961,4.3769302,299.4219971,0,2.5070801,1424.839966,2.2251599,0.0011927,41,180.3663579,Individual Air-Conditioning System,,,,,,NONE
29.66,1.472171147,1,1057,1,15668,155.618927,36,2012,482.4500122,782.5939941,89.4104996,1137.5,0,2.6503401,1413.150024,2.04953,0.0685627,11,156.605516,Individual Air-Conditioning System,4,1,,,,retro_after
29.76,1.473632927,1,121,1,1615,73.7447815,21,1983,159.3179932,1530.069946,110.0589981,412.8999939,115.3820038,2.6861601,1411.329956,2.4356401,0.0033987,11,486.5880139,Individual Air-Conditioning System,2,0,,,,NONE
29.79,1.474070503,1,132,1,1957,48.7256889,23,1994,853.7579956,786.7189941,76.873703,1360.209961,0,2.5428901,1425.939941,2.90558,0.0374294,11,137.155039,Individual Air-Conditioning System,2,,0,24,144,NONE
29.8,1.474216264,1,85,1,434,46.1090622,12,1987,680.1069946,358.322998,33.6459007,76.0529022,435.9769897,2.7936001,1427.030029,2.4418299,0.0241676,11,298.045078,Individual Air-Conditioning System,,,,,,NONE
29.8,1.474216264,1,205,1,1375,18.4021168,21,1981,922.6959839,605.5629883,0,913.0629883,0,2.7219701,1400.729981,1.50358,0.0504852,11,517.178389,Individual Air-Conditioning System,,,,,,NONE
29.92,1.475961589,1,137,1,930,70.2152786,23,1995,598.3629761,658.3140259,69.2608032,565.0239868,0,2.8294201,1395.98999,1.67827,0.0176922,11,326.9475868,Individual Air-Conditioning System,,,,,,NONE
30,1.477121255,1,210,1,1153,45.7277832,10,1974,3131.469971,2269.919922,9.6550198,531.3469849,0,2.4712601,1409.5,2.9142699,0.0080607,11,246.8490176,Individual Air-Conditioning System,1,,,,,NONE
30,1.477121255,1,67,1,171,46.4409828,9,1991,202.427002,1201.550049,0,0,0,2.6861601,1401.459961,3.5776999,0.1288844,1,940.0480441,,,,,,,NONE
30.01,1.477265995,1,283,1,1774,50.668335,15,1975,542.6760254,1376.319946,69.9217987,2601.699951,0,2.5787101,1427.400024,2.90558,0.0115355,11,327.4755272,,,,,,,NONE
30.06,1.477988976,1,211,1,1272,50.5187035,15,1968,1020.659973,311.1640015,75.8554001,32.8835983,74.5924988,2.5428901,1429.219971,3.9737401,0.0340136,11,517.7223262,Individual Air-Conditioning System,,,,,,NONE
30.06,1.477988976,1,456,1,4028,76.7833099,24,1993,968.7600098,1734.380005,0.148859,2154.689941,12.3296003,2.5787101,1406.579956,3.39292,0.0204433,11,408.7969204,Individual Air-Conditioning System,,,,,,NONE
30.08,1.478277832,1,78,1,1586,78.7777939,27,1992,1099.939941,1132.060059,0,5.0851102,0,2.4712601,1408.77002,1.95768,0.0226861,1,420.5512945,Individual Air-Conditioning System,,,,,,NONE
30.14,1.479143248,1,152,1,2356,40.610878,18,1987,324.0859985,480.1549988,91.2337036,772.6119995,0,2.7936001,1426.300049,2.47702,0.0214425,11,291.7069178,Individual Air-Conditioning System,,,,,,NONE
30.16,1.479431337,1,140,1,1894,44.0083885,12,1982,574.4420166,1154.839966,64.3656006,264.2650146,0,2.5428901,1421.920044,2.1289101,0.0582451,11,458.2942803,Individual Air-Conditioning System,,,,,,NONE
30.28,1.481155871,1,168,1,1689,50.2853966,16,1977,1744.52002,1502.73999,0,743.5419922,0,2.6503401,1410.229981,2.7541399,-0.0073811,11,82.20582433,Individual Air-Conditioning System,,,,,,NONE
30.29,1.481299273,1,126,1,571,48.0969467,15,1985,834.9190063,1005.909973,0,186.576004,90.0893021,2.7577901,1425.939941,2.90924,0.0618913,11,167.1579382,,,,,,,NONE
30.36,1.482301767,1,163,1,639,79.7337189,21,1995,540.0800171,270.7720032,79.1498032,453.9689941,160.9100037,2.6503401,1390.869995,3.4623499,0.0487537,11,146.7611518,Individual Air-Conditioning System,2,,,,,NONE
30.37,1.482444792,1,76,1,2396,54.3629723,16,1991,406.9630127,1521,82.8909988,1871.869995,78.1371002,2.7936001,1426.300049,2.47702,0.0126867,11,320.7306719,,,,,,,NONE
30.39,1.4827307,1,292,1,2904,20.022337,22,1984,3055.120117,2239.120117,0,1545.76001,0,2.5070801,1408.77002,3.10741,0.0289049,11,264.3479621,Individual Air-Conditioning System,2,0,,,,NONE
30.45,1.483587297,1,65,1,2550,24.228426,8,1967,1188.23999,3269.050049,72.9429016,1025.619995,0,2.5070801,1410.959961,2.4760599,-0.1029027,11,249.8804735,Individual Air-Conditioning System,,,,,,NONE
30.45,1.483587297,1,185,1,1067,80.9057312,27,1993,1151.469971,850.197998,0,2614.860107,0,2.5070801,1424.839966,2.6457801,-0.0332931,11,49.53287268,Individual Air-Conditioning System,3,0,,,,NONE
30.48,1.484014963,1,208,1,1957,48.0225372,15,1980,853.7579956,786.7189941,76.873703,1360.209961,0,2.5428901,1425.939941,2.90558,0.0374294,11,149.1682705,Individual Air-Conditioning System,,,,,,retro_after
30.5,1.484299839,1,202,1,188,39.0958176,15,1990,349.598999,655.7150269,132.8190002,253.5789948,0,2.7219701,1430.319946,2.45718,0.0633636,11,494.9677497,Individual Air-Conditioning System,,,,,,NONE
30.52,1.484584529,1,168,1,3868,88.1951904,28,1996,563.4030151,1798.709961,0,1040.189941,210.5839996,2.6145301,1406.579956,3.84917,0.0175379,11,248.77761,Individual Air-Conditioning System,2,0,,,,NONE
30.55,1.485011215,1,371,1,679,28.169569,10,1966,1188.170044,2947.76001,0,3141.610107,118.6610031,2.7577901,1419.729981,2.8955801,0.0602372,11,185.5096077,Central Air-Conditioning System,4,0,,,,NONE
30.64,1.486288761,1,311,1,1609,54.4343796,19,1984,1557.119995,2213.969971,0,524.5980225,78.3526001,2.6861601,1406.939941,3.2042799,0.0195364,11,93.72516765,Individual Air-Conditioning System,2,0,,,,NONE
30.64,1.486288761,1,286,1,285,45.2307587,12,1982,507.355011,923.3790283,0,1327.890015,0,2.5787101,1424.839966,1.28573,0.0485629,11,254.7076061,Individual Air-Conditioning System,,,,,,NONE
30.73,1.48756256,1,96,1,1529,31.7717075,11,1978,4629.379883,2798.979981,68.6802979,824.7230225,25.4974003,2.7577901,1429.589966,2.90924,-0.0085001,11,306.0245926,Individual Air-Conditioning System,1,0,,,,NONE
30.76,1.487986331,1,941,1,3383,128.7842255,35,2007,831.5739746,489.7839966,391.4140015,686.0009766,0,2.7219701,1416.810059,3.0785999,0.0150305,11,466.8259472,Individual Air-Conditioning System,3,1,8,12,66,NONE
30.94,1.490520309,1,188,1,816,26.5761395,26,1995,1916.900024,1351.310059,86.5988007,91.0656967,156.2570038,2.6503401,1394.52002,3.4623499,0.0315815,41,281.9749143,Individual Air-Conditioning System,,,,,,NONE
30.96,1.490800952,1,258,1,2773,80.6177368,24,1968,266.4880066,362.0889893,250.651001,169.3480072,0,2.6861601,1406.939941,2.69046,0.0322155,1,291.9939011,,,,,,,NONE
30.96,1.490800952,1,271,1,1050,168.2330627,41,1981,69.6877975,218.6620026,107.2289963,146.8659973,0,2.6145301,1384.660034,1.67211,0.0154639,1,637.9359919,,,,,,,retro_after
30.99,1.491221576,1,878,1,5249,50.3364639,15,2009,533.2080078,756.9699707,7.35888,733.8170166,0,2.7219701,1417.170044,3.22277,-0.0058827,21,493.0129883,Individual Air-Conditioning System,3,1,,,,NONE
31.05,1.492061605,1,101,1,2408,17.1453972,10,1967,2176.27002,829.1870117,0,633.882019,92.4882965,2.5070801,1424.839966,3.10741,-0.0014752,41,148.8803798,,,,,,,NONE
31.05,1.492061605,1,203,1,1763,52.1836395,23,1992,399.6400146,1814.439941,95.5912018,286.5310059,0,2.6503401,1404.390015,2.96451,0.0403732,41,90.19144208,Individual Air-Conditioning System,,,,,,NONE
31.06,1.492201451,1,251,1,4713,83.2688522,23,1981,1059.900024,386.7640076,161.8430023,492.8240051,83.4173965,2.6861601,1411.329956,2.4356401,0.0115199,11,527.8221709,Individual Air-Conditioning System,2,0,,,,NONE
31.11,1.492900011,1,373,1,787,82.0451279,21,1992,1778.27002,1269.150024,0,535.0949707,129.1940002,2.5070801,1418.630005,3.10741,0.0221314,11,214.3820041,Individual Air-Conditioning System,2,1,,,,NONE
31.18,1.493876111,1,669,1,3298,53.8934555,21,1973,736.4429932,476.1499939,49.6745987,34.8582001,0,2.5070801,1424.839966,3.9825599,0.0618109,41,178.6650393,Individual Air-Conditioning System,4,0,,,,retro_after
31.19,1.494015375,1,584,1,947,85.0619278,30,1980,2900.419922,2758.639893,93.0595016,2583.27002,0,2.4712601,1405.479981,2.9142699,0.0415907,11,326.6342197,Individual Air-Conditioning System,3,1,,,,NONE
31.2,1.494154594,1,157,1,4228,76.2435379,26,1995,559.8889771,1144.550049,46.2154007,1495.339966,102.2389984,2.6145301,1406.579956,3.4633801,0.029041,11,353.285766,Individual Air-Conditioning System,,,,,,NONE
31.2,1.494154594,1,594,1,4348,91.0281906,23,1997,875.2260132,707.8239746,107.7870026,4559.229981,0,2.6861601,1401.459961,2.6437399,0.0218093,21,471.8859074,Individual Air-Conditioning System,4,1,,,,NONE
31.24,1.494711025,1,152,1,1894,52.443531,14,1971,3961.75,2731.080078,84.5699997,1941.73999,0,2.5070801,1426.670044,3.10741,-0.0187072,11,203.6208169,Central Air-Conditioning System,,,,,,NONE
31.27,1.495127881,1,121,1,2488,25.6355896,6,1973,1370.579956,2946.659912,0,1106.569946,0,2.4712601,1410.959961,2.9142699,-0.0105678,11,204.7054164,Individual Air-Conditioning System,,,,,,NONE
31.28,1.495266744,1,136,1,1398,59.7942314,17,1980,361.4190063,1336.650024,0,1176.579956,80.2502975,2.6503401,1428.859985,2.5198801,0.0218499,11,159.6045467,Individual Air-Conditioning System,,,,,,retro_after
31.29,1.495405563,1,261,1,1170,90.8072739,23,1994,1085.540039,1917.229981,0,267.5929871,0,2.6503401,1412.060059,3.55198,0.0236994,11,300.6706081,Individual Air-Conditioning System,2,1,8.5,10,55,NONE
31.29,1.495405563,1,208,1,2625,57.7944565,16,1981,2622.51001,1548.829956,15.1135998,1011.200012,634.1229858,2.7577901,1421.189941,3.16328,0.0153765,11,225.6848177,Individual Air-Conditioning System,2,0,,,,NONE
31.33,1.495960395,1,170,1,941,60.1761971,18,1971,923.1550293,1918.729981,22.5365009,80.2001038,19.4092999,2.7936001,1425.939941,2.8306999,-0.001699,11,207.8681287,Individual Air-Conditioning System,,,,,,NONE
31.34,1.496098992,1,299,1,1358,82.5589981,23,1992,1959.209961,810.7890015,50.5102005,184.7859955,84.6252975,2.6861601,1400,2.6143,-0.0014731,11,280.7956318,Individual Air-Conditioning System,,,,,,NONE
31.35,1.496237545,1,128,1,1832,52.5983925,15,1983,1403.160034,1356.660034,203.3630066,553.8150024,152.5549927,2.7936001,1421.189941,3.16328,0.0511133,11,95.34883189,Individual Air-Conditioning System,,,,,,NONE
31.38,1.496652939,1,149,1,576,55.0326271,14,1988,1693.52002,556.6240234,0,228.6710052,0,2.7936001,1421.550049,3.5354199,0.084847,11,281.233127,Individual Air-Conditioning System,2,,,,,NONE
31.54,1.498861689,1,160,1,1649,31.1996193,26,1994,738.2910156,443.2369995,0,1611.560059,176.6589966,2.5070801,1424.839966,3.9825599,0.0266433,11,140.8472892,Individual Air-Conditioning System,2,0,,,,NONE
31.58,1.499412126,1,533,1,456,57.8803902,16,1970,1691.619995,1431.969971,0,93.419899,0,2.6861601,1406.939941,2.6143,0.0188749,1,254.2494292,,,,,,,retro_after
31.66,1.500510911,1,187,1,850,76.5144348,26,1997,545.3530273,1091.680054,0,553.1610107,0,2.5428901,1437.26001,3.28985,0.043231,11,236.7015504,Individual Air-Conditioning System,,,,,,NONE
31.72,1.501333179,1,150,1,611,32.211319,13,1982,2945.120117,1594.73999,0,243.0850067,0,2.4712601,1408.77002,2.4760599,0.0427619,41,355.225415,Individual Air-Conditioning System,,,,,,NONE
31.74,1.501606922,1,229,1,474,106.1643372,29,1997,853.6929932,567.5650024,187.647995,1228.98999,0,2.6145301,1397.079956,3.6512201,0.0412504,11,189.3870754,Individual Air-Conditioning System,2,0,,,,NONE
31.75,1.50174373,1,90,1,1820,15.3704395,14,1984,1181.939941,638.9500122,59.5466003,964.1630249,72.0072021,2.6145301,1414.609985,2.5650599,0.0318676,11,412.346685,Individual Air-Conditioning System,,,,,,NONE
31.76,1.501880494,1,279,1,2516,51.5204468,16,1966,825.8519897,1728.380005,0,1755.969971,21.2896004,2.7577901,1419.729981,2.6154799,0.0293546,11,194.1098497,Individual Air-Conditioning System,,,,,,NONE
31.8,1.50242712,1,583,1,4245,125.1577377,29,1995,503.1910095,259.9719849,93.0055008,220.3009949,0,2.5428901,1437.26001,4.0661602,0.0124466,11,390.6813942,,,,,,,NONE
31.83,1.502836639,1,1933,1,2442,51.477375,16,1981,1416.979981,1710.040039,71.3890991,1685.98999,0,2.7577901,1417.540039,2.7116699,-0.0081918,11,536.036075,Central Air-Conditioning System,4,2,8,10,56,retro_after
31.95,1.504470862,1,154,1,611,32.923214,9,1966,2945.120117,1594.73999,0,243.0850067,0,2.4712601,1408.77002,2.4760599,0.0608527,11,350.4203354,,,,,,,NONE
31.96,1.504606771,1,216,1,3098,52.3421516,12,1977,1875.939941,916.664978,0,793.5100098,0,2.4712601,1409.5,2.437,-0.0209877,11,305.3396625,,,,,,,NONE
31.97,1.504742636,1,74,1,1740,32.355381,5,1984,905.6710205,2322.330078,0,797.934021,0,2.7219701,1428.130005,2.5111799,0.0337181,11,84.49954755,,,,,,,NONE
31.99,1.50501424,1,118,1,696,34.3616219,5,1964,861.9970093,1422.729981,0,107.4779968,0,2.6861601,1406.939941,2.69046,0.0335954,11,284.1470096,,,,,,,NONE
31.99,1.50501424,1,182,1,1438,24.4858665,23,1991,2851.570068,2142.52002,0,1511.930054,0,2.6861601,1404.390015,3.3629999,0.0370051,11,309.4653988,Individual Air-Conditioning System,2,0,,,,NONE
32.04,1.505692507,1,116,1,639,60.4408493,13,1981,1301.650024,1735.660034,266.5150146,0,108.5,2.6145301,1428.859985,2.66429,0.033138,1,274.7761295,,,,,,,NONE
32.08,1.50623436,1,5465,1,7765,113.1376801,22,1996,229.5149994,148.5939941,65.3087997,3310.449951,0,2.5070801,1370.050049,3.25249,0.0851401,23,391.273447,Individual Air-Conditioning System,6,6,,,,NONE
32.1,1.506505032,1,584,1,782,61.3621864,18,1996,0,90.8692017,94.3739014,255.6260071,0,2.7936001,1408.77002,4.17838,0.0584363,21,557.1428304,Individual Air-Conditioning System,,,,,,NONE
32.16,1.50731604,1,71,1,3035,26.3604641,7,1981,3019.580078,3961.929932,0,1446.27002,0,2.4712601,1410.959961,2.9142699,-0.0125591,11,148.5816324,,,,,,,NONE
32.25,1.508529719,1,152,1,605,83.5740738,24,1996,676.0139771,1261.98999,228.8070068,1506.140015,162.4400024,2.7577901,1425.939941,2.90924,0.0258532,11,267.9638854,Individual Air-Conditioning System,2,0,,,,NONE
32.31,1.509336958,1,224,1,628,58.6774368,12,1967,107.4950027,0,0,0,0,2.4712601,1405.479981,1.95768,0.2713719,11,412.1843465,Individual Air-Conditioning System,2,0,,,,NONE
32.32,1.509471352,1,212,1,1957,51.1540909,13,1983,586.7449951,448.4419861,31.2376003,964.8079834,0,2.5428901,1425.939941,2.82757,0.0125626,11,102.2894204,Individual Air-Conditioning System,,,,,,NONE
32.34,1.509740016,1,244,1,3098,49.9992599,15,1980,2815.73999,1887.160034,0,1011.369995,0,2.4712601,1409.5,2.437,0.0229777,11,277.4382805,Individual Air-Conditioning System,2,0,,,,NONE
32.47,1.511482289,1,207,1,496,83.5410309,28,1997,0,1977.300049,0,0,0,2.6861601,1428.859985,2.9642301,-0.0063257,11,148.6970065,Individual Air-Conditioning System,,,,,,NONE
32.59,1.51308436,1,149,1,3035,20.1118603,6,1971,2615.679932,3887.719971,0,1597.790039,0,2.4712601,1410.959961,2.9142699,0.0590556,41,135.2927843,,,,,,,NONE
32.63,1.513617074,1,192,1,690,72.9310226,23,1983,85.7089005,710.348999,0,2466.560059,0,2.7577901,1399.27002,3.7268801,0.0356604,11,188.3166687,,,,,,,NONE
32.73,1.514946005,0,0,0,0,17.8806896,2,1987,88.0610962,251.8820038,19.2439995,65.185997,0,2.6503401,1393.060059,1.83605,0.1167809,2,292.5355195,,,,,,,NONE
32.78,1.515608949,1,128,1,3018,20.731905,22,1992,681.1400146,654.901001,94.2818985,167.3350067,0,2.5070801,1424.839966,3.9825599,0.0512657,41,214.3959736,Individual Air-Conditioning System,1,,,,,NONE
32.78,1.515608949,1,1978,1,1774,53.6629944,15,1989,487.0339966,960.0570068,188.378006,351.5440063,18.5175991,2.7219701,1450.410034,2.5939,0.0529369,41,378.7689277,,,,,,,NONE
32.87,1.516799704,1,71,1,3326,57.2226562,16,1982,182.8880005,480.1019897,0,1253.849976,284.3770142,2.7577901,1427.030029,2.9721701,0.0470503,11,181.2987967,Individual Air-Conditioning System,1,0,,,,NONE
32.91,1.517327882,1,2995,1,2938,23.2781143,5,1989,213.8849945,601.5910034,76.1934967,5941.680176,0,2.4712601,1465.75,2.2688301,0.1374259,21,845.8195234,,,,,,,NONE
32.94,1.517723595,1,200,1,2499,68.9459305,21,1975,568.28302,609.5689697,42.5820999,389.4859924,150.2879944,2.6503401,1411.689941,3.55198,0.0303699,11,357.3363933,Individual Air-Conditioning System,2,0,9,9,49,NONE
32.95,1.517855419,1,202,1,3298,68.6541901,12,1976,828.2810059,1084.640015,0,2642.060059,0,2.5070801,1424.839966,3.9825599,0.0151791,11,115.2801018,Central Air-Conditioning System,2,0,,,,NONE
33.06,1.519302849,1,71,1,474,54.3121948,18,1999,1264.920044,1166.160034,0,125.3320007,0,2.6503401,1407.310059,2.5736899,0.0150267,1,342.8009776,Individual Air-Conditioning System,2,0,,,,NONE
33.07,1.519434195,1,122,1,645,55.5372887,21,1991,1101.339966,1666.180054,0,627.7659912,0,2.6861601,1402.930054,3.2042799,0.0405834,11,91.2487515,Individual Air-Conditioning System,1,0,,,,NONE
33.14,1.520352504,1,170,1,3018,77.0450516,22,1984,1310.51001,827.7299805,128.7089996,795.6170044,78.9057007,2.5070801,1424.839966,2.2251599,0.1635329,11,188.6992721,Individual Air-Conditioning System,2,0,,,,NONE
33.17,1.520745472,1,147,1,1010,48.5389824,13,1981,473.7340088,431.0769958,87.6774979,708.8170166,0,2.7219701,1420.459961,3.40484,0.0473228,1,1065.555777,,,,,,,NONE
33.2,1.521138084,1,165,1,3035,48.831707,16,1970,1531.030029,2610.26001,0,1146.060059,0,2.4712601,1410.959961,1.80822,0.005657,11,142.91964,Individual Air-Conditioning System,2,0,,,,NONE
33.2,1.521138084,1,143,1,1090,49.4358368,13,1965,1211.219971,1016.570007,26.1476994,1997.479981,503.1170044,2.7577901,1428.130005,2.90924,0.0132738,41,131.9328529,Individual Air-Conditioning System,,,,,,NONE
33.21,1.521268876,1,112,1,3475,78.3469086,23,1988,346.6029968,430.1759949,261.7789917,148.4210052,165.9649963,2.7219701,1425.209961,3.1947,0.0667791,1,437.8064135,,,,,,,NONE
33.25,1.52179165,1,186,1,468,61.6652184,18,1999,676.2919922,3072.76001,88.2302017,43.7461014,195.4909973,2.7577901,1423.73999,2.6154799,0.0243902,11,328.9373681,Individual Air-Conditioning System,2,0,,,,NONE
33.3,1.522444234,1,126,1,1598,60.3806648,8,1974,1193.910034,701.9450073,173.9290009,383.6809998,0,2.4712601,1405.479981,2.437,0.0176432,11,349.9661976,Individual Air-Conditioning System,,,,,,NONE
33.34,1.522965595,1,210,1,1267,85.1352081,25,1991,610.190979,182.6690063,88.1399994,88.6099014,60.3437004,2.5070801,1424.839966,2.2251599,0.0130466,11,177.241962,Individual Air-Conditioning System,2,0,,,,NONE
33.37,1.523356207,1,238,1,3018,88.8411179,30,1992,1344.780029,1123.339966,80.6866989,509.9150085,15.3652,2.5070801,1424.839966,3.9825599,0.0683673,11,165.5945557,Individual Air-Conditioning System,2,0,,,,NONE
33.39,1.523616419,1,176,1,1067,14.2571449,23,1990,1169.540039,837.572998,0,2548.209961,0,2.5070801,1424.839966,2.6457801,0.0012398,11,32.31068981,Individual Air-Conditioning System,2,0,,,,NONE
33.5,1.525044807,1,957,1,4981,104.94561,27,1996,3290.860107,4415.299805,310.8190002,1281.48999,0,2.7219701,1419,2.6409299,0.0569047,11,197.5592428,Individual Air-Conditioning System,4,2,,,,NONE
33.51,1.525174428,0,0,0,0,18.7970238,3,2004,582.4470215,313.5889893,162.7449951,93.2712021,0,2.6861601,1470.859985,2.06428,0.3059335,1,1300.302961,,,,,,,retro_after
33.54,1.525563058,1,612,1,1267,45.1314087,13,1966,0,0,0,0,0,2.5428901,1423.01001,2.04039,0.0325708,1,329.5033816,,,,,,,retro_before
33.61,1.526468512,1,168,1,862,71.3175507,25,1994,955.2789917,591.1359863,0,168.1410065,0,2.7936001,1390.869995,2.2560899,0.0467112,11,103.3487953,,,,,,,NONE
33.72,1.527887566,1,72,1,114,32.869915,16,1976,152.7929993,807.5180054,0,172.9960022,0,2.5428901,1433.969971,3.73476,0.0719352,1,377.038101,Individual Air-Conditioning System,1,,,,,NONE
33.73,1.528016341,1,367,1,719,20.9079399,22,1987,214.9440002,270.2290039,94.0699005,1260.400024,0,2.5070801,1425.569946,3.9737401,0.0357853,1,442.2121492,Central Air-Conditioning System,3,0,8.5,10,60,NONE
33.75,1.528273777,1,162,1,103,79.9578934,6,1967,0,8.9328499,0,0,0,2.4354501,1475.969971,2.68065,0.1112162,31,3191.573245,Individual Air-Conditioning System,,,,,,NONE
33.86,1.529686954,1,135,1,405,45.3901939,25,1998,401.605011,867.5960083,0,0,189.0269928,2.7577901,1428.859985,2.4395001,0.0538946,11,273.7746685,Individual Air-Conditioning System,2,0,,,,NONE
33.89,1.530071569,0,0,1,8764,30.8232632,6,1989,1143.880005,1516.790039,88.0084991,92.3813019,0,2.3996301,1367.5,2.22842,0.1327591,11,513.2759701,,,,,,,retro_after
33.98,1.531223375,1,214,1,439,62.8749123,17,1973,609.6710205,893.6710205,38.0964012,153.128006,0,2.6861601,1402.930054,3.2353899,0.0667451,41,305.9253031,,,,,,,NONE
34.04,1.531989551,1,116,1,1832,71.1593094,19,1993,1751.209961,1804.369995,214.753006,614.8690186,187.7830048,2.7936001,1421.189941,3.16328,0.0511133,11,106.7453668,Individual Air-Conditioning System,4,3,,,,NONE
34.19,1.533899101,1,66,1,1780,24.6359978,6,1993,485.1629944,728.9719849,0,3249.429932,159.7030029,2.5070801,1424.839966,2.6457801,0.0164261,11,89.74581035,Individual Air-Conditioning System,1,0,,,,NONE
34.31,1.535420718,1,189,1,1021,52.309803,21,1992,425.243988,447.321991,0,305.822998,89.5297012,2.5070801,1408.77002,3.10741,0.0474475,41,356.6093898,Central Air-Conditioning System,1,0,8.5,9,54,NONE
34.31,1.535420718,1,141,1,1877,44.0758362,14,1995,570.815979,493.3259888,42.2612,794.9559937,0,2.5428901,1425.939941,2.82757,0.0339483,11,92.30159005,Individual Air-Conditioning System,,,,,,NONE
34.41,1.536684673,1,77,1,873,29.5855122,10,1998,2270.719971,1092.880005,60.7795982,377.9859924,0,2.5070801,1418.630005,2.2251599,0.0496775,41,206.3411909,Central Air-Conditioning System,2,0,9,9,50,NONE
34.43,1.536937023,1,202,1,5124,22.2789898,6,1965,94.6771011,371.5840149,0,587.5930176,0,2.5070801,1425.569946,3.9737401,0.0678128,41,416.046191,,,,,,,NONE
34.43,1.536937023,1,424,1,759,81.2379532,23,1977,503.3590088,859.3629761,240.3399963,0,74.9094009,2.7219701,1427.76001,2.1530099,-0.0010966,1,276.0644912,,,,,,,NONE
34.49,1.537693194,1,163,1,114,28.1175518,16,1982,788.5900269,954.7849731,23.6210995,2184.399902,0,2.5070801,1420.819946,2.4760599,0.0273047,11,317.828663,Individual Air-Conditioning System,2,,,,,NONE
34.5,1.537819095,1,151,1,451,47.1262589,26,1994,3349.969971,1924.660034,0,1600.410034,231.6390076,2.6503401,1406.939941,2.69046,0.0350691,11,298.3176224,Individual Air-Conditioning System,,,0,24,144,NONE
34.53,1.538196578,1,117,1,1649,25.4958763,15,1982,668.1660156,432.4150085,0,1481.380005,169.451004,2.5070801,1424.839966,3.9825599,0.0683673,41,141.4696578,Individual Air-Conditioning System,1,,,,,NONE
34.68,1.540079089,1,68,1,2619,33.8197212,8,1964,906.4299927,1395.689941,0,2284.300049,0,2.5070801,1410.959961,1.80822,0.0015775,41,110.2981935,Individual Air-Conditioning System,1,,,,,NONE
34.68,1.540079089,1,109,1,240,80.1244507,23,1984,272.2309875,710.3400269,177.7839966,629.1040039,0,2.7577901,1413.52002,2.79213,0.0300429,1,1478.678743,,,,,,,NONE
