bld_eui2,log10_eui,highrise,area_upper,podium,area_podium,BH,BS,Year,food,retail,parking,office,hotel,CDH,GHI,wind_speed_10m,ndvi,landuse,Dist_mtr,AC_type,Passage_lift,Service_lift,Operate_start_work,Operate_hours_work,Operate_hours,retro
48.87,1.689042339,1,120,1,576,70.0561218,24,1995,3968.919922,1190.729981,74.4788971,427.4530029,36.0830994,2.6861601,1400,3.2042799,0.0184874,11,138.9705769,Individual Air-Conditioning System,,,,,,NONE
48.89,1.689220037,1,83,1,1335,44.8815994,8,1968,199.2740021,1289.180054,0,141.397995,72.0484009,2.6503401,1428.48999,2.5715599,0.0004374,1,301.7815288,,,,,,,NONE
48.97,1.689930104,1,198,1,1289,12.5276375,20,1983,1458.180054,465.1319885,39.6441002,180.4459991,79.9810028,2.6861601,1400,2.6143,0.0267742,11,286.4981202,Individual Air-Conditioning System,2,0,,,,NONE
49.33,1.693111115,1,103,1,1198,60.877449,17,1979,1333.589966,538.0609741,105.4459991,1128.839966,37.9659004,2.7936001,1424.469971,3.11588,0.0483959,11,155.2281435,Individual Air-Conditioning System,,,,,,NONE
49.36,1.693375151,1,140,1,1860,75.7316895,23,1981,552.0230103,1698.130005,1.04785,415.4049988,95.0976028,2.6861601,1411.329956,2.6143,0.0418315,11,339.4198156,Central Air-Conditioning System,1,,,,,NONE
49.52,1.694780636,1,343,1,1392,22.6637688,23,1981,623.5739746,1709.089966,31.3402996,381.3349915,0,2.6861601,1411.329956,2.4356401,0.0486365,41,504.0475797,Individual Air-Conditioning System,2,0,,,,NONE
49.54,1.694956002,1,985,1,4216,113.4176865,30,2002,334.3779907,420.9500122,198.9550018,610.1950073,0,2.7577901,1429.219971,2.02757,0.0936432,11,282.9139135,Individual Air-Conditioning System,5,1,,,,NONE
49.61,1.695569227,1,100,1,1900,63.7450562,12,1974,767.0189819,1145.310059,0,1255.839966,0,2.5070801,1424.839966,3.9825599,0.0159377,11,139.6266396,,,,,,,NONE
49.71,1.696443763,1,304,1,3326,75.7636719,21,1978,728.7039795,561.90802,0,1124.920044,170.3730011,2.7577901,1427.030029,2.9721701,0.0637531,11,60.31955145,Individual Air-Conditioning System,2,,,,,NONE
49.73,1.696618459,1,268,1,354,46.8012276,20,1977,425.4289856,650.3499756,88.9104996,129.6430054,184.6820068,2.5070801,1429.219971,3.9737401,0.1110312,11,470.573539,,,,,,,NONE
49.79,1.697142126,1,183,1,1546,81.1917572,24,1996,4630.169922,2133.600098,38.7359009,591.4589844,26.2579994,2.7577901,1429.589966,2.90924,0.0307989,11,317.4206283,Individual Air-Conditioning System,,,,,,NONE
49.99,1.698883137,0,0,1,2254,26.7613831,24,1982,463.8429871,923.9589844,92.6677017,0,0,2.7219701,1415.339966,2.5582099,0.1415955,1,169.7154938,,,,,,,NONE
50.12,1.700011062,1,232,1,3172,106.1696396,27,1994,986.822998,572.6240234,65.9448013,162.2799988,74.6748962,2.7219701,1400.729981,1.50358,0.0598606,41,524.8847813,Individual Air-Conditioning System,2,1,,,,NONE
50.31,1.701654317,1,93,1,742,52.7360497,22,1998,2145.550049,2287.679932,35.5357018,1916.839966,0,2.4712601,1405.479981,1.95768,0.031199,1,381.0170803,,,,,,,NONE
50.51,1.703377369,0,0,1,17722,13.3848982,3,1998,402.9509888,391.1749878,183.0809937,0,0,2.7577901,1432.51001,2.94769,0.2834678,11,133.6869466,,,,,,,retro_after
50.7,1.705007959,1,144,1,3555,21.6535606,5,1979,985.3660278,815.0629883,81.853302,501.0650024,0,2.5070801,1426.670044,2.6457801,-0.0310239,41,90.55106005,,,,,,,NONE
50.81,1.705949195,1,111,1,1478,37.2013016,15,1993,517.9869995,422.4330139,111.612999,114.5419998,0,2.7219701,1428.859985,2.40417,0.2387589,1,367.9767038,Individual Air-Conditioning System,,,,,,NONE
51.19,1.70918513,1,178,1,7081,18.077383,22,1988,4156.830078,5262.220215,0.0331046,2395.209961,0,2.6861601,1404.02002,3.2042799,0.0230958,41,17.29963153,Individual Air-Conditioning System,2,0,,,,NONE
51.21,1.709354776,1,141,1,2077,35.1988831,24,1978,1059.01001,1874.52002,51.8167992,89.7835999,92.3330994,2.6861601,1411.329956,2.6143,0.0416994,11,348.1542955,,,,,,,NONE
51.3,1.710117365,1,230,1,1386,79.5366516,22,1992,6806.77002,2736.979981,0,1892.530029,4.6215,2.7219701,1404.02002,2.6608,0.0091015,11,103.3905994,Individual Air-Conditioning System,2,1,,,,NONE
51.38,1.7107941,1,223,1,2277,69.5920258,23,1980,1431.849976,2046.76001,0,196.4089966,0,2.6503401,1407.310059,2.69046,0.0216356,11,323.7364639,Central Air-Conditioning System,2,0,7,12,66,NONE
51.69,1.713406532,1,60,1,787,68.0954208,11,1995,876.3859863,609.7340088,125.3030014,188.2879944,0,2.4712601,1409.5,2.437,0.000186,11,330.3257173,Individual Air-Conditioning System,1,0,,,,NONE
51.77,1.714078165,1,386,1,2168,16.663168,24,1990,973.6350098,471.8460083,79.6710968,353.6659851,0,2.5428901,1384.660034,2.3825901,0.1571906,1,497.2163166,,,,,,,retro_after
52.22,1.717836867,1,149,1,576,18.7511902,18,1985,3968.919922,1190.729981,74.4788971,427.4530029,36.0830994,2.6861601,1400,3.2042799,0.0446972,11,146.0873946,Individual Air-Conditioning System,,,,,,NONE
52.24,1.718003168,1,764,1,645,49.9226952,17,1982,968.9439697,951.8839722,87.8769989,1896.290039,40.9836006,2.4354501,1378.819946,1.86251,0.1366459,11,333.7845902,Individual Air-Conditioning System,,,,,,NONE
52.34,1.718833718,1,195,1,3298,43.0635757,18,1974,853.9160156,1368.410034,0,2132.51001,0,2.5070801,1424.839966,3.9825599,0.0618109,11,157.6484966,Central Air-Conditioning System,2,0,8,10,55,NONE
52.43,1.719579858,1,95,1,6019,27.1580448,14,1980,1719.079956,1990.619995,0,1226.609985,0,2.5070801,1420.819946,2.4760599,0.0566094,11,263.554564,Central Air-Conditioning System,1,0,9,9,49,NONE
52.53,1.720407401,1,1498,1,2716,42.3353386,32,1967,392.3500061,599.0809937,0,1156.280029,0,2.5070801,1410.959961,2.4760599,0.048893,11,198.7428455,Central Air-Conditioning System,11,1,7,12,72,retro_after
52.64,1.721315881,1,67,1,1483,16.8402157,6,1996,2567.52002,367.7730103,0,233.3849945,0,2.7577901,1429.589966,2.5076001,0.0582131,11,334.695453,,,,,,,NONE
52.83,1.722880611,1,2973,1,2710,48.9276123,10,1988,1078.030029,883.1220093,94.5422974,161.4349976,0,2.6861601,1451.140015,2.1814301,0.0694062,41,412.6514488,,,,,,,NONE
53.14,1.72542155,1,67,1,2488,75.9752197,24,1995,999.6160278,3071.800049,90.8856964,924.2620239,0,2.4712601,1410.959961,2.4760599,-0.0055202,11,199.9283259,Individual Air-Conditioning System,1,0,,,,NONE
53.33,1.726971584,1,106,1,3070,72.7513123,20,1993,1355.349976,1619.689941,0,458.8779907,0,2.7577901,1421.920044,2.58323,0.0270842,11,356.9655235,,,,,,,NONE
53.4,1.727541257,1,89,1,1717,54.0348778,17,1987,557.5579834,401.6549988,145.2870026,0,116.4800034,2.7577901,1419.359985,2.4129,0.0768628,11,595.6836262,Individual Air-Conditioning System,2,0,,,,NONE
53.51,1.728434951,1,819,1,1832,37.0267525,26,1981,1069.979981,564.901001,0,3595.879883,26.1397991,2.5070801,1423.73999,3.9737401,0.0527514,11,389.8106064,Individual Air-Conditioning System,3,0,,,,retro_before
53.89,1.731508184,1,522,1,1170,24.3992462,21,1984,1306.050049,2096.199951,0,186.2319946,0,2.6503401,1412.060059,3.55198,-0.002566,11,326.1803908,Individual Air-Conditioning System,3,0,8.5,9.5,52.5,NONE
54.21,1.734079407,1,616,1,1723,73.9580841,20,1976,820.125,469.2709961,133.6450043,1625.280029,67.8247986,2.6503401,1413.52002,3.0628901,0.0523077,11,245.6238721,Central Air-Conditioning System,4,1,8,11,61,retro_after
54.29,1.734719842,1,1375,1,16187,136.2937775,36,2010,6130.790039,8113.689941,375.7449951,4215.040039,0,2.7219701,1419,2.6514399,0.0511854,11,144.9935164,Individual Air-Conditioning System,6,1,,,,retro_before
54.34,1.735119634,1,110,1,673,49.8433456,17,1992,1233.449951,410.6579895,171.8860016,278.7130127,0,2.7936001,1425.939941,2.8306999,0.0300842,11,243.6965419,,,,,,,NONE
54.5,1.736396502,1,280,1,405,60.7508888,17,1989,1190.880005,607.2410278,227.3390045,1316.089966,74.9057999,2.7577901,1415.709961,3.00648,0.3417912,11,156.215659,,,,,,,NONE
54.66,1.737669627,1,147,1,3286,34.9152451,14,1968,4222.740234,3155.070068,55.3508987,2578.600098,0,2.5070801,1426.670044,3.10741,-0.0187072,11,215.4935045,,,,,,,retro_after
54.81,1.738859802,1,835,1,873,84.6754608,25,1979,1434.640015,1825.079956,0,4569.950195,0,2.6145301,1414.609985,2.5650599,0.097785,11,407.2540963,Central Air-Conditioning System,6,0,9,9,49,NONE
54.88,1.739414103,1,339,1,1455,54.3502808,13,1982,1855.819946,2685.919922,0,1295.709961,0,2.8294201,1449.680054,2.7599699,0.0416911,11,371.3811975,,,,,,,NONE
54.94,1.739888655,1,811,1,3669,39.8150063,14,1965,1915.060059,1511.849976,0,931.4039917,0,2.4712601,1409.5,2.9142699,-0.0656538,11,152.5449163,Central Air-Conditioning System,3,1,9,10,60,NONE
55,1.740362689,1,122,1,320,80.9076462,22,1992,453.928009,913.4719849,0,371.4400024,0,2.6145301,1410.229981,2.7541399,-0.0122396,11,144.8872519,Individual Air-Conditioning System,2,0,,,,NONE
55.13,1.741387992,1,176,1,176,47.4502792,7,1977,309.2210083,1258,0,404.9370117,0,2.5070801,1408.77002,3.10741,0.0177612,41,210.5249498,Central Air-Conditioning System,,,,,,retro_after
55.34,1.743039155,1,359,1,890,61.5998344,13,1992,999.5510254,934.835022,56.3846016,182.5220032,0,2.5787101,1424.839966,1.28573,0.0992424,1,311.0758374,,,,,,,NONE
55.39,1.743431365,1,72,1,2037,33.8406792,7,1960,2775.550049,984.6030273,0,247.4470062,89.4674988,2.4712601,1409.5,2.9142699,0.0299169,1,248.79563,,,,,,,NONE
55.43,1.743744879,1,158,1,2208,83.6117477,23,1998,1127.170044,693.8549805,38.9384003,0,31.6781998,2.6503401,1411.329956,3.49646,0.0110946,11,534.8785038,Individual Air-Conditioning System,2,0,,,,retro_after
55.61,1.745152895,1,182,1,839,38.3887024,22,1991,454.4060059,825.5390015,0,92.0756989,0,2.4354501,1475.609985,2.9476099,0.0226348,41,3600.107412,,,,,,,NONE
55.78,1.74647851,1,304,1,4838,10.5405712,22,1984,436.4549866,248.6430054,0,1116.180054,91.8955994,2.5070801,1423.73999,3.9737401,0.0308789,11,329.239841,Individual Air-Conditioning System,,,,,,NONE
55.81,1.746712023,0,0,1,15291,95.211319,2,1994,1736.569946,1199.140015,0,367.1919861,0,2.6145301,1416.439941,2.6410401,0.174221,1,750.9567043,,,,,,,NONE
56.03,1.748420622,1,1190,1,1090,68.1673355,34,1978,361.1279907,178.5189972,27.2497997,0,0,2.3996301,1478.900024,1.75914,0.2786211,1,3370.601634,,,,,,,NONE
56.14,1.749272408,1,407,1,3178,53.0789108,26,1975,637.4660034,247.6109924,301.6799927,610.1879883,0,2.6503401,1413.52002,3.0628901,0.0236827,11,248.7090769,Central Air-Conditioning System,3,1,7,12,66,retro_before
56.17,1.749504424,1,118,1,1963,79.053833,21,1992,935.4639893,853.5219727,90.5257034,228.4400024,0,2.5070801,1423.73999,2.2251599,0.039309,11,240.8788236,Individual Air-Conditioning System,2,,,,,NONE
56.23,1.749968084,1,98,1,2037,92.1173096,15,2006,3830.070068,1170.01001,20.8637009,732.6760254,39.4761009,2.4712601,1405.479981,2.9142699,0.0608046,11,291.9680008,Individual Air-Conditioning System,2,0,,,,NONE
56.28,1.750354089,1,122,1,4713,74.6083221,22,1984,1395.430054,480.7160034,218.1719971,596.6610107,88.3419037,2.6861601,1411.329956,2.4356401,0.0207966,11,490.6475931,Individual Air-Conditioning System,2,0,,,,retro_after
56.33,1.750739751,0,0,0,0,7.7903037,2,1987,372.1640015,205.9869995,57.9669991,112.2529984,0,2.5787101,1430.319946,1.59282,0.1783148,2,555.6532883,,,,,,,NONE
56.46,1.751740874,1,113,1,1957,51.3094978,15,1981,766.8070068,631.960022,60.6711006,1304.459961,0,2.5428901,1425.939941,2.82757,0.0125626,11,128.1472275,Central Air-Conditioning System,2,0,8.5,9.5,53,NONE
56.54,1.752355804,1,221,1,285,81.7462616,25,1998,639.8439941,1136.829956,202.2949982,655.0709839,0,2.5787101,1406.579956,3.84917,0.0298103,11,433.28962,Individual Air-Conditioning System,2,1,,,,NONE
56.74,1.753889331,1,433,1,1495,107.3736496,28,1997,1888.880005,1086.439941,272.9190063,347.6740112,420.9020081,2.7577901,1421.189941,3.00648,0.0370697,11,267.6754448,Individual Air-Conditioning System,3,1,,,,NONE
56.76,1.754042387,1,382,1,1580,63.1204376,20,1983,2962.080078,2011.130005,0,94.2667999,86.9157028,2.6503401,1412.060059,3.49646,0.0522146,11,437.2209574,Central Air-Conditioning System,3,1,8,11,61,NONE
57.07,1.756407873,1,238,1,4838,15.1164722,21,1987,504.1099854,176.7339935,20.6121006,711.5859985,10.4688997,2.5070801,1423.73999,3.9737401,0.0944756,11,409.6960652,Individual Air-Conditioning System,,,7,12,,NONE
57.1,1.756636108,1,165,1,422,90.9182663,26,1958,1271.27002,476.7409973,0,365.3859863,0,2.6861601,1404.390015,3.3629999,0.0296703,11,273.1222548,Individual Air-Conditioning System,2,0,,,,NONE
57.33,1.758381942,0,0,1,816,130.7691498,2,1990,0,543.8649902,88.6779022,0,0,2.6503401,1399.27002,2.7956901,0.2063555,11,1330.42729,,,,,,,NONE
57.37,1.75868485,1,607,1,1301,215.2706909,52,2000,877.6810303,1529.219971,351.8210144,344.9500122,0,2.6861601,1411.329956,2.4356401,0.0077121,11,492.827664,Central Air-Conditioning System,5,1,8,10.5,58,NONE
57.56,1.760120785,1,56,1,1780,41.9302254,5,1982,520.8599854,725.1329956,0,3076.25,159.6190033,2.5070801,1424.839966,3.9825599,0.0183077,11,101.7582905,,,,,,,NONE
57.61,1.760497875,1,188,1,1198,83.7737579,25,1996,971.710022,1138.050049,81.7630997,614.8049927,250.0339966,2.7577901,1428.859985,2.90924,0.0389673,11,326.9625069,Individual Air-Conditioning System,3,1,,,,NONE
58.19,1.764848357,1,167,1,1238,80.0328217,23,1994,814.348999,443.7890015,1.06727,330.2879944,0,2.5428901,1433.23999,3.28985,0.0649215,1,198.4120429,Individual Air-Conditioning System,,,,,,NONE
58.34,1.765966425,1,164,1,411,27.5849152,22,1981,1031.630005,856.8389893,102.4820023,456.3559875,0,2.6861601,1411.329956,2.6143,0.0432525,41,410.814235,Individual Air-Conditioning System,2,0,,,,NONE
58.39,1.766338475,1,145,1,268,53.623558,18,1981,302.2109985,541.1439819,0,488.4580078,0.0079305,2.5070801,1418.630005,2.2251599,0.0259288,11,259.9910765,Central Air-Conditioning System,,,,,,NONE
58.49,1.767081621,1,169,1,2653,24.1922455,20,1983,903.9710083,1355.170044,12.7988005,1577.300049,0,2.6503401,1410.229981,2.7541399,0.0347899,11,128.9011371,Individual Air-Conditioning System,,,,,,retro_after
58.85,1.769746467,1,977,1,9837,66.4081497,19,1996,228.227005,372.7279968,374.0440063,510.8970032,0,2.7577901,1414.979981,3.3236101,0.0024263,21,360.4617516,Individual Air-Conditioning System,,,,,,NONE
59.44,1.774078801,1,881,1,770,38.4394875,10,1981,1451.060059,866.3670044,84.0675964,185.9750061,0,2.4712601,1421.550049,2.05322,0.0494785,1,322.8581215,,,,,,,NONE
59.79,1.776628553,1,236,1,491,115.4568558,18,2000,674.3259888,1097.619995,187.1300049,154.0500031,0,2.6503401,1419.359985,2.68294,0.0446645,1,601.3067634,,,,,,,NONE
59.82,1.776846409,1,1959,1,3406,156.1008911,33,1992,2312.149902,1109.099976,204.2050018,3684.25,0,2.7219701,1400,2.6608,-0.0089811,11,164.6748167,Central Air-Conditioning System,6,1,8,10,56,retro_after
59.88,1.777281792,1,205,1,702,120.9051514,29,2013,1384.51001,2117.98999,163.7819977,988.2150269,65.7528992,2.4712601,1409.5,2.4864399,-0.0148339,11,207.758806,Individual Air-Conditioning System,,,,,,NONE
60.08,1.778729924,1,1280,1,2984,139.9997101,37,1975,1626.369995,740.1500244,161.2380066,1196.680054,0,2.5787101,1413.150024,2.1537399,0.0517092,11,298.2534111,Central Air-Conditioning System,12,1,9,9,49,retro_after
60.18,1.779452183,1,1854,1,4331,52.5426826,12,1980,439.5629883,747.6110229,59.6422005,469.3919983,6.1812201,2.7219701,1416.810059,2.6409299,0.0479629,21,435.7878759,,,,,,,NONE
60.28,1.780173244,1,43,1,1586,10.4841871,6,1976,221.3939972,1890.469971,0,777.2559814,440.5589905,2.5428901,1428.48999,3.73476,0.1093023,11,281.4605777,,,,,,,NONE
60.28,1.780173244,1,111,1,1352,97.9374542,29,2009,6676.609863,1606.23999,0,1496.530029,64.4327011,2.6861601,1404.02002,3.2042799,0.0626765,11,82.84007636,Central Air-Conditioning System,,,,,,NONE
60.49,1.781683585,1,553,1,1934,138.6897278,33,2014,296.0390015,292.4830017,0,74.3262024,0,2.8294201,1395.98999,1.29221,0.0350972,1,257.4589884,,,,,,,retro_before
60.68,1.783045572,1,331,1,3389,66.9493103,22,1973,536.2020264,782.1489868,0,1717.650024,0,2.5070801,1410.959961,2.1357999,0.1141415,41,153.2686896,Central Air-Conditioning System,3,0,9,9,49,NONE
60.73,1.783403281,1,147,1,1284,65.8199081,20,1992,652.8140259,531.5510254,63.0505981,2394.939941,0,2.7936001,1423.73999,3.11588,0.0260916,11,263.1840127,Individual Air-Conditioning System,,,,,,NONE
61.18,1.786609473,1,68,1,531,21.871563,5,1985,2690.889893,1487.369995,0,214.8769989,0,2.4712601,1408.77002,2.4760599,0.0415751,41,331.755373,Individual Air-Conditioning System,,,,,,NONE
61.26,1.787176992,1,167,1,4530,107.0761566,28,2001,1032.609985,2707.600098,0,716.7600098,0,2.6861601,1402.930054,3.3629999,0.0682565,11,181.4145712,Individual Air-Conditioning System,6,2,,,,NONE
61.3,1.787460475,1,2657,1,4616,76.0417938,18,1993,374.0320129,0,91.745903,1724.040039,0,2.6145301,1411.689941,2.5350299,0.0907695,11,657.7583012,Central Air-Conditioning System,8,2,9,10,57.5,NONE
61.42,1.788309812,1,67,1,736,16.8209076,6,1971,732.3430176,418.2879944,93.0050964,177.8930054,0,2.5070801,1424.839966,3.10741,0.0304806,11,119.7579888,,,,,,,NONE
61.51,1.788945727,1,145,1,1386,54.9295349,16,1992,695.0570068,658.5750122,68.5473022,33.6038017,691.5650024,2.7936001,1425.939941,2.4418299,0.0439581,1,135.311051,Individual Air-Conditioning System,,,,,,NONE
61.97,1.792181496,1,523,1,2391,178.1556091,50,2004,184.2550049,454.5589905,92.736702,0,0,2.7219701,1421.920044,2.5480299,0.0564366,1,1516.385116,,,,,,,NONE
62.02,1.792531762,1,2056,1,3543,122.3082428,35,2009,614.5189819,228.1239929,127.8310013,1115.51001,0,2.6145301,1415.709961,2.4811399,0.0375594,11,849.5092666,Central Air-Conditioning System,6,1,,,,retro_after
62.22,1.793930007,1,496,1,3383,135.0300903,29,2013,364.8009949,131.8170013,423.2149963,432.4849854,0,2.7219701,1416.810059,3.0785999,0.0338404,11,473.4845465,Individual Air-Conditioning System,3,1,0,24,144,NONE
62.48,1.795741021,1,104,1,1210,50.4682846,15,1985,695.3049927,3095.909912,68.6160965,1629,71.4615021,2.5787101,1427.76001,2.82757,0.0198106,11,107.1982823,,,,,,,NONE
62.58,1.796435559,1,153,1,474,93.2033615,25,1997,2215.919922,1735.369995,0,1524.219971,176.4949951,2.6503401,1406.939941,2.69046,0.015931,11,313.3619968,Individual Air-Conditioning System,,,7,15,99,NONE
62.78,1.797821311,1,152,1,753,82.6316605,26,1995,1308.73999,570.1989746,27.2563992,1089.819946,0,2.6145301,1394.52002,3.6512201,0.0611939,41,213.4653137,Individual Air-Conditioning System,,,,,,NONE
63.08,1.799891685,0,0,1,930,66.335144,28,1987,347.9760132,418.131012,0,586.1660156,0,2.5070801,1424.839966,2.6457801,0.0419692,11,22.32533708,Individual Air-Conditioning System,4,0,,,,retro_after
63.38,1.801952235,1,1155,1,2956,85.2114792,25,1996,360.1069946,433.0429993,79.6327972,511.0830078,0,2.8294201,1395.98999,1.67827,0.1203226,11,373.1085489,,,,,,,NONE
63.42,1.802226238,1,119,1,1592,72.2882538,4,1950,1527.729981,1113.98999,0,1111.849976,0,2.6861601,1402.930054,3.3629999,0.0270469,11,183.4179093,Individual Air-Conditioning System,2,0,,,,NONE
63.89,1.805432888,1,132,1,3389,61.5845222,17,1976,294.9519958,592.5040283,0,1308.76001,0,2.5070801,1410.959961,2.1357999,0.1141415,11,151.9079709,Individual Air-Conditioning System,2,,,,,NONE
64.13,1.80706124,1,1771,1,4644,136.98349,10,1986,287.7489929,367.2520142,171.4730072,980.5780029,0,2.6145301,1411.689941,1.78013,0.0680581,11,583.2401951,Central Air-Conditioning System,4,1,8,14,84,NONE
64.65,1.810568529,1,1251,1,2744,25.922308,25,1999,833.7810059,1715.560059,147.0800018,460.144989,0,2.6145301,1400.369995,3.6013601,-0.0007587,11,206.762763,Central Air-Conditioning System,3,1,8.5,10,55,NONE
64.71,1.8109714,1,123,1,3669,43.4643326,11,1975,2594.969971,2137.860107,165.3300018,519.5009766,86.0199966,2.4712601,1410.959961,2.9142699,0.0175332,11,225.4146346,Individual Air-Conditioning System,2,0,,,,NONE
65.29,1.814846669,1,145,1,205,50.5847549,18,1981,1519.02002,1766.880005,129.5690002,31.9169998,61.0936012,2.7577901,1419.359985,2.4129,0.0269071,11,552.0535754,Individual Air-Conditioning System,,,,,,NONE
65.4,1.815577748,1,189,1,1113,91.8763885,29,1995,1216.089966,1239.859985,0,344.3630066,0,2.6145301,1410.229981,3.55198,0.0573532,11,250.306981,Central Air-Conditioning System,2,1,9,10,55,NONE
65.57,1.816705184,1,3348,1,3395,60.2194176,19,1966,1435.689941,3800.01001,0,4483.060059,46.2296982,2.7219701,1423.73999,3.0880301,0.0289787,11,493.8607178,Individual Air-Conditioning System,12,0,,,,NONE
65.67,1.817367016,1,416,1,1580,67.0731201,27,1985,902.8339844,2458.979981,347.7829895,286.6260071,93.2460022,2.6503401,1413.150024,2.7541399,-0.0044247,11,110.2754903,Central Air-Conditioning System,3,1,8,10,55,retro_after
65.74,1.8178297,1,174,1,348,39.7351723,9,1980,737.2379761,594.0549927,0,117.2099991,0,2.6145301,1422.650024,1.28573,0.0778599,1,234.6314386,,,,,,,NONE
65.93,1.819083076,1,395,1,1061,58.6248589,30,1994,0,355.9060059,76.1491013,177.2109985,0,2.6145301,1413.150024,3.0628901,0.0112775,11,385.0988466,Central Air-Conditioning System,2,1,8.5,10,55.5,retro_after
66.35,1.821840927,0,0,1,3298,109.8539658,27,1996,1043.349976,1452.209961,0,2885.310059,0,2.5070801,1424.839966,3.9825599,0.0151791,11,125.7253557,Central Air-Conditioning System,4,1,8,11,61,retro_after
67.06,1.826463549,0,0,1,6698,17.2435284,29,1985,662.0289917,2253.800049,89.0009995,68.6765976,0,2.5070801,1375.530029,2.24354,0.1963615,1,276.3761616,,,,,,,retro_after
67.14,1.826981337,1,130,1,1980,25.0247841,27,1998,1238.290039,2269.379883,0,102.3639984,228.2449951,2.7577901,1421.189941,2.6154799,0.0366387,11,82.34168412,Individual Air-Conditioning System,2,0,,,,NONE
67.34,1.828273112,0,0,1,44493,24.6911182,49,2003,39.0028992,292.7879944,42.8604012,0,0,2.8294201,1432.880005,2.3761699,0.1973218,1,312.8748537,,,,,,,NONE
67.89,1.831805809,1,434,1,2402,82.8358612,21,2002,384.0599976,767.5170288,208.4880066,865.2860107,0,2.7219701,1417.540039,1.97451,0.0872371,11,147.8739113,Individual Air-Conditioning System,3,1,,,,retro_after
67.97,1.83231727,1,158,1,7081,83.4743118,23,1999,4217.609863,7921.100098,47.5195999,1730.140015,0,2.6861601,1404.02002,3.2042799,0.0131241,11,47.91961656,Individual Air-Conditioning System,2,0,,,,NONE
68.06,1.832891945,1,1960,1,5346,121.3240738,32,1997,1377.369995,95.0807037,87.7866974,1045.729981,0,2.6503401,1414.25,3.0098,0.0252232,11,238.647171,Central Air-Conditioning System,13,1,8,11,61,NONE
68.89,1.838156185,1,103,1,1238,47.9110184,22,1996,4085.27002,1509.079956,176.1139984,9.5798302,0.0006943,2.7936001,1421.189941,3.16328,0.0141555,11,260.8670461,Individual Air-Conditioning System,,,,,,NONE
69.36,1.841109084,1,99,1,531,25.8223286,9,1982,136.8880005,15.5179996,0,0,0,2.5070801,1408.77002,2.4760599,0.0288281,11,351.5170088,Individual Air-Conditioning System,1,0,,,,NONE
69.47,1.841797299,1,325,1,1267,117.3418655,33,1999,654.0939941,180.1150055,92.598999,93.9598007,82.9595032,2.5070801,1424.839966,2.2251599,0.0079284,11,180.3704202,Individual Air-Conditioning System,,,,,,NONE
69.49,1.841922312,1,124,1,3286,26.1098785,13,1983,4823.609863,3391.080078,37.6850014,2626.550049,0,2.5070801,1426.670044,3.10741,0.0355436,11,216.9513993,Central Air-Conditioning System,1,0,,,,NONE
69.76,1.843606472,1,302,1,571,53.3965454,29,1984,1863.310059,2774.090088,174.6060028,71.8302994,86.1260986,2.7577901,1429.589966,2.4038999,0.0351312,11,374.2389414,Individual Air-Conditioning System,,,,,,NONE
70.87,1.850462433,1,392,1,810,72.9112473,23,1977,302.8880005,1489.290039,0,0,0,2.6861601,1406.939941,2.6143,0.0089333,11,314.2364101,,,,,,,retro_after
71.11,1.851930679,1,108,1,1067,104.4552231,29,2009,1140.930054,818.552002,0,2447.27002,0,2.5070801,1424.839966,2.6457801,0.0255924,11,48.16041399,Individual Air-Conditioning System,2,0,,,,NONE
71.11,1.851930679,1,172,1,1894,76.2519455,24,1991,3961.75,2731.080078,84.5699997,1941.73999,0,2.5070801,1426.670044,3.10741,0.0295858,11,193.0758982,Central Air-Conditioning System,,,9,9,49,NONE
71.22,1.852601969,1,517,1,4142,74.6784058,14,1974,575.9089966,389.0639954,82.0986023,0,0,2.6861601,1400,3.0861299,0.0308142,1,194.993198,,,,,,,NONE
71.33,1.853272224,1,164,1,844,51.6791954,0,1974,3497.229981,1867.119995,0,183.1840057,129.8070068,2.7577901,1421.189941,2.6154799,0.0670681,11,176.9007308,Individual Air-Conditioning System,,,,,,NONE
71.65,1.855216195,1,1091,1,2716,104.6613388,25,1998,179.8439941,183.2310028,72.648201,858.0200195,71.8360977,2.6861601,1402.189941,2.6740201,0.0237866,11,520.3823408,Central Air-Conditioning System,8,1,8,11,61,NONE
71.75,1.855821905,1,74,1,314,27.8437653,23,1977,270.401001,1459.530029,0,406.9049988,63.7584,2.5428901,1433.969971,3.73476,0.016546,1,348.4514445,Central Air-Conditioning System,3,,,,,retro_after
71.9,1.85672889,1,3779,1,4667,51.6183548,16,1988,125.6699982,2908.860107,76.9512024,3295.550049,0,2.7577901,1417.540039,2.35235,0.0954665,11,431.266419,Central Air-Conditioning System,9,2,8.5,9.5,52,NONE
72.17,1.858356705,1,64,1,2488,40.2668228,12,1992,819.7030029,2048.280029,0,956.4689941,0,2.4712601,1410.959961,2.9142699,-0.0302743,11,202.9693856,Individual Air-Conditioning System,1,0,,,,NONE
72.2,1.858537198,1,634,1,5580,88.7944946,25,1982,427.3590088,611.6019897,168.7570038,502.32901,60.1169014,2.6145301,1397.079956,3.6512201,0.0108807,11,155.8781728,Central Air-Conditioning System,3,0,8,11,61,NONE
72.5,1.860338007,1,1557,1,3423,48.7252884,25,1977,0,0,0,0,0,2.6861601,1402.930054,2.69046,0.0353168,11,274.9885486,Central Air-Conditioning System,8,1,8,11,60.5,retro_after
